search_date,site_id,registered,device_class_code,locale_code,query,num_searches_with_results,num_searches_without_results,num_results,num_visits_with_search_results,num_visits_without_search_results
2020-05-21,904,true,smartphone,es_ES,Ultimate shadow palette brigths,0,1,0,,
2020-05-21,904,true,smartphone,es_ES,Loreal,0,1,0,,
2020-05-21,902,true,smartphone,fr_FR,95240,0,1,0,,
2020-05-21,904,false,smartphone,es_ES,face and body,0,1,0,,
2020-05-21,904,false,smartphone,es_ES,Esponjas de correctores,0,1,0,,
2020-05-21,115,false,smartphone,fr_BE,vinly',0,1,0,,
2020-05-21,114,true,smartphone,it_IT,Arizona,0,1,0,,
2020-04-29,902,true,smartphone,fr_FR,Ant,0,15,0,,
2020-05-21,904,true,smartphone,es_ES,Rosey nude,0,1,0,,
2020-05-21,904,true,smartphone,es_ES,Pedreria,0,1,0,,
2020-05-21,902,true,smartphone,fr_FR,liner colors,0,1,0,,
2020-05-21,2002,true,desktop,en_GB,aroma confort,0,1,0,,
2020-05-21,801,true,smartphone,en_AE,Calendul,0,1,0,,
2020-05-21,904,true,smartphone,es_ES,Mide,0,1,0,,
2020-05-21,904,true,desktop,es_ES,angel viel,0,1,0,,
2020-05-21,902,false,smartphone,fr_FR,Poudre matifi,0,1,0,,
2020-05-21,903,true,desktop,en_GB,khak,0,1,0,,
2020-05-21,1102,true,smartphone,fr_FR,Voyage,0,1,0,,
2020-05-21,904,true,smartphone,es_ES,Somb,0,13,0,,
2020-05-21,904,false,desktop,es_ES,pol,0,4,0,,
2020-05-21,303,true,smartphone,es_ES,Con,0,3,0,,
2020-05-21,114,false,smartphone,it_IT,La,0,6,0,,
2020-05-21,116,true,smartphone,fr_FR,Ab,0,5,0,,
2020-05-21,902,true,smartphone,fr_FR,Cont,0,3,0,,
2020-05-21,904,true,smartphone,es_ES,Esp,0,3,0,,
2020-05-21,308,true,smartphone,fr_FR,Double sérum,0,3,0,,
2020-05-21,901,false,desktop,it_IT,umile,0,1,0,,
2020-05-21,112,true,smartphone,en_GB,Kandinsky,0,1,0,,
2020-05-21,1701,true,smartphone,es_ES,HIDRATING B5,0,1,0,,
2020-05-21,115,true,smartphone,el_GR,10444,0,1,0,,
2020-05-21,904,false,desktop,es_ES,Bright Idea Illuminating Sticks,0,1,0,,
2020-05-21,114,true,desktop,it_IT,ab,0,1,0,,
2020-05-21,2002,true,desktop,en_GB,EXFOLIATING CREAM (PHYTOPEEL) GRANULE-FREE,0,1,0,,
2020-05-21,904,true,smartphone,es_ES,Brigths,0,1,0,,
2020-05-21,902,true,smartphone,fr_FR,Crayon fuschia,0,1,0,,
2020-05-21,902,false,desktop,fr_FR,FARD BLEU,0,1,0,,
2020-05-21,1701,true,smartphone,es_ES,Acne,0,1,0,,
2020-05-21,902,true,smartphone,fr_FR,Bare with me spray,0,1,0,,
2020-05-21,902,true,smartphone,fr_FR,eye liner couleur,0,1,0,,
2020-05-21,902,false,smartphone,fr_FR,Protecteur uv,0,1,0,,
2020-05-21,903,true,desktop,en_GB,peridot,0,1,0,,
2020-05-21,801,true,smartphone,en_AE,Blue h,0,1,0,,
2020-05-21,109,true,desktop,de_DE,filler,0,1,0,,
2021-05-22,901,false,smartphone,it_IT,Epic inklnr,0,1,0,,1
2020-05-21,114,true,desktop,es_ES,ad,0,1,0,,
2020-05-21,904,false,desktop,es_ES,esmaltes,0,1,0,,
2020-05-21,904,true,smartphone,es_ES,Lancome,0,1,0,,
2020-05-21,2001,true,smartphone,en_GB,Conditior,0,1,0,,
2020-05-21,903,true,smartphone,en_GB,Denmark,0,1,0,,
2020-05-21,904,true,smartphone,es_ES,Micro brow,0,1,0,,
2020-05-21,903,true,desktop,en_GB,perid,0,1,0,,
2020-05-21,114,true,desktop,de_DE,mi,0,1,0,,
2020-04-29,308,true,tablet,fr_FR,Micro voile protecteur,0,3,0,,
2020-05-21,901,true,smartphone,it_IT,Spry fissante trucco,0,1,0,,
2020-05-21,103,true,smartphone,pl_PL,Thalgo,0,1,0,,
2020-05-21,308,true,desktop,fr_FR,couleur cheveu blanc,0,1,0,,
2020-05-21,903,true,smartphone,en_GB,Aarhus,0,1,0,,
2020-05-21,114,true,smartphone,de_DE,Id,0,1,0,,
2020-05-21,308,true,smartphone,fr_FR,Forcintense,0,1,0,,
2020-05-21,114,true,desktop,de_DE,po,0,1,0,,
2020-05-21,103,true,smartphone,pl_PL,Laroche,0,1,0,,
2020-05-21,114,true,smartphone,de_DE,clarifique,0,1,0,,
2020-05-21,106,true,desktop,es_ES,pintalabios permanenete,0,1,0,,
2020-05-21,115,true,smartphone,el_GR,Βερνίκια νυχιών,0,1,0,,
2020-05-21,114,true,smartphone,it_IT,City miracle,0,1,0,,
2020-05-21,114,true,desktop,es_ES,newsletter,0,1,0,,
2020-05-21,114,true,desktop,es_ES,Hy,0,1,0,,
2020-05-21,904,true,desktop,es_ES,TROUSSE,0,1,0,,
2020-05-21,1102,true,smartphone,fr_FR,Crème teintée,0,1,0,,
2020-05-21,904,false,desktop,es_ES,polvos traslucidos,0,1,0,,
2020-05-21,308,true,smartphone,fr_FR,Masqueintemse,0,1,0,,
2020-05-21,904,true,desktop,es_ES,love lust disco shimmer down body oil,0,1,0,,
2020-05-21,901,true,desktop,it_IT,wishlist,0,1,0,,
2020-05-21,903,true,desktop,en_GB,tomato,0,1,0,,
2020-05-21,904,false,smartphone,es_ES,Glit,0,1,0,,
2020-05-21,115,false,desktop,el_GR,lip pencil needed me,0,1,0,,
2020-05-21,801,true,smartphone,en_AE,Blue herble spot treatment,0,1,0,,
2020-05-21,901,true,smartphone,it_IT,Buono,0,1,0,,
2020-05-21,902,true,smartphone,fr_FR,a levre,0,1,0,,
2020-05-21,902,true,smartphone,fr_FR,anti ce,0,1,0,,
2020-05-21,904,true,desktop,es_ES,Brocha 37,0,1,0,,
2020-05-21,307,true,desktop,default,aquagelee,0,1,0,,
2020-05-21,903,true,desktop,en_GB,raci,0,1,0,,
2020-04-29,1103,true,smartphone,de_DE,Gutke,0,3,0,,
2020-05-21,902,false,desktop,fr_FR,fond de teint camle,0,1,0,,
2020-05-21,115,false,smartphone,el_GR,Πινελα,0,1,0,,
2020-05-21,2001,true,desktop,en_GB,Intensive hair treatment,0,1,0,,
2020-04-29,116,true,smartphone,fr_FR,Id,0,3,0,,
2020-05-21,904,true,smartphone,es_ES,Sobras,0,1,0,,
2020-05-21,307,true,desktop,default,deo stick,0,1,0,,
2020-05-21,901,false,desktop,it_IT,lup,0,1,0,,
2020-05-21,114,true,smartphone,es_ES,Mo,0,1,0,,
2020-05-21,904,true,desktop,es_ES,eyeliner marrón,0,1,0,,
2020-05-21,307,true,desktop,default,deo stickl,0,1,0,,
2020-05-21,904,true,smartphone,es_ES,Primer purpurina,0,1,0,,
2020-04-29,114,true,smartphone,it_IT,Hy,0,4,0,,
2020-05-21,902,true,smartphone,fr_FR,Crème lipstick,0,1,0,,
2020-05-21,902,false,tablet,fr_FR,Fond de t,0,1,0,,
2020-05-21,1701,false,desktop,es_ES,mineal rariate tint,0,1,0,,
2020-05-21,902,true,smartphone,fr_FR,Peel pelez,0,1,0,,
2020-05-21,904,true,desktop,es_ES,BRONZING,0,1,0,,
2020-05-21,1102,true,smartphone,fr_FR,Travel,0,1,0,,
2020-05-21,902,false,smartphone,fr_FR,Brushing,0,1,0,,
2020-05-21,903,true,smartphone,en_GB,Duochrome,0,1,0,,
2020-05-21,902,false,smartphone,fr_FR,Phare à paupières jaune,0,1,0,,
2020-05-21,902,true,smartphone,fr_FR,Hiliner,0,1,0,,
2020-05-21,902,true,smartphone,fr_FR,fon,0,1,0,,
2020-05-21,904,false,smartphone,es_ES,gluten,0,1,0,,
2020-05-21,903,true,smartphone,en_GB,Mini soft matte lip cream,0,1,0,,
2020-05-21,902,true,smartphone,fr_FR,Heavy metal,0,1,0,,
2020-05-21,904,true,tablet,es_ES,Gotas bronceadoras,0,1,0,,
2020-05-21,801,true,smartphone,en_AE,Deep cleaning,0,1,0,,
2020-05-21,903,false,smartphone,en_GB,Gel linet,0,1,0,,
2020-05-21,904,false,desktop,es_ES,lapis de ojos blanco,0,1,0,,
2020-05-21,904,true,smartphone,es_ES,exfoliante lsbios,0,1,0,,
2020-05-21,903,true,desktop,en_GB,for,0,1,0,,
2020-05-21,902,false,desktop,fr_FR,lipcoat,0,1,0,,
2020-05-21,903,true,desktop,en_GB,infra,0,1,0,,
2020-05-21,901,true,smartphone,it_IT,Paleette occhi,0,1,0,,
2020-05-21,115,true,smartphone,el_GR,Highligther love you so mochi,0,1,0,,
2020-05-21,904,true,desktop,es_ES,Bro,0,1,0,,
2020-05-21,903,true,smartphone,en_GB,Soft femme,0,1,0,,
2020-05-21,109,true,smartphone,fr_FR,Frigidaire,0,1,0,,
2020-05-21,904,true,smartphone,es_ES,Sombra naranja,0,1,0,,
2020-05-21,903,true,smartphone,en_GB,James charles,0,1,0,,
2020-05-21,902,true,smartphone,fr_FR,Pallette,0,3,0,,
2020-05-21,902,true,smartphone,fr_FR,Spray fi,0,2,0,,
2020-05-21,902,true,desktop,fr_FR,BARE WITH ME SPRAY VISAGE MULTIFONCTIONS,0,1,0,,
2020-05-21,103,true,smartphone,pl_PL,Biolog,0,1,0,,
2020-05-21,904,true,smartphone,es_ES,Naranja,0,1,0,,
2020-05-21,902,false,smartphone,fr_FR,Font de teint en poudre cappuccino,0,1,0,,
2020-05-21,902,true,smartphone,fr_FR,Boîte,0,1,0,,
2020-05-21,109,true,desktop,it_IT,21€,0,1,0,,
2020-05-21,903,true,smartphone,en_GB,Revolution concealer,0,1,0,,
2020-05-21,308,true,smartphone,fr_FR,Double serum therapiste,0,1,0,,
2020-04-29,106,true,smartphone,es_ES,Lovetruck,0,3,0,,
2020-04-29,112,true,smartphone,en_GB,Brush,0,3,0,,
2020-05-21,1102,true,smartphone,fr_FR,Enzymatique,0,1,0,,
2020-05-21,902,true,desktop,fr_FR,CAN',0,1,0,,
2020-05-21,902,true,smartphone,fr_FR,Peel,0,1,0,,
2021-05-22,114,false,smartphone,de_DE,Augenma,0,1,0,,1
2020-05-21,115,true,smartphone,el_GR,Strobing cream,0,1,0,,
2020-05-21,903,true,desktop,en_GB,qui,0,1,0,,
2020-05-21,902,false,desktop,fr_FR,gloss corail,0,1,0,,
2020-05-21,308,true,smartphone,fr_FR,Offres,0,1,0,,
2021-05-22,2702,false,smartphone,en_IE,Cc cre,0,1,0,,1
2020-05-21,103,true,desktop,pl_PL,liftactive collagen specjalist,0,1,0,,
2020-05-21,902,true,smartphone,fr_FR,Total Contrôle Deep cool fraîcheur profonde,0,1,0,,
2020-05-21,904,true,tablet,es_ES,Bronceado,0,1,0,,
2020-05-21,1102,true,smartphone,fr_FR,Huile démaquillante,0,1,0,,
2020-05-21,904,false,smartphone,es_ES,Hemp,0,1,0,,
2020-05-21,902,true,desktop,fr_FR,calendrier l'avent,0,1,0,,
2020-05-21,106,true,smartphone,de_DE,Konturieren,0,1,0,,
2020-05-21,903,true,desktop,en_GB,colour corector,0,1,0,,
2020-05-21,112,true,desktop,en_GB,sunscre,0,1,0,,
2020-05-21,904,true,desktop,es_ES,Cacao,0,1,0,,
2020-05-21,103,true,smartphone,pl_PL,Vichy liftactive,0,1,0,,
2020-05-21,303,true,desktop,de_DE,Biotherm Lait Corporel BB Milk 150 ml,0,1,0,,
2020-05-21,903,true,smartphone,en_GB,Deep bronze powder,0,1,0,,
2020-05-21,1102,true,tablet,fr_FR,Ecran solaire,0,1,0,,
2020-05-21,902,true,smartphone,fr_FR,jaune,0,1,0,,
2020-05-21,904,true,smartphone,es_ES,Sellador maquillaje,0,1,0,,
2020-05-21,2001,false,smartphone,en_GB,Aminexil,0,1,0,,
2020-05-21,103,true,desktop,pl_PL,skino,0,1,0,,
2020-05-21,903,true,desktop,en_GB,ochre,0,1,0,,
2020-05-21,903,true,smartphone,en_GB,Chilling adventures,0,1,0,,
2020-05-21,103,false,smartphone,pl_PL,Na zaskórniki,0,1,0,,
2020-05-21,904,true,smartphone,es_ES,Balsamo labial cannabis,0,1,0,,
2020-05-21,903,true,desktop,en_GB,quinc,0,1,0,,
2020-05-21,308,true,smartphone,fr_FR,Botox capillaire,0,1,0,,
2020-05-21,903,true,desktop,en_GB,rac,0,1,0,,
2020-05-21,116,true,desktop,fr_FR,mascaraweterpood,0,1,0,,
2020-05-21,902,true,smartphone,fr_FR,Vernis a ongle,0,1,0,,
2020-05-21,903,true,smartphone,en_GB,Glamorous nyx love lust sachet,0,1,0,,
2020-05-21,116,true,smartphone,fr_FR,Travel,0,1,0,,
2020-05-21,305,true,desktop,pl_PL,advent calendar,0,1,0,,
2020-05-21,801,true,smartphone,en_AE,Craeam eyes,0,1,0,,
2020-05-21,901,false,desktop,it_IT,elainer,0,1,0,,
2020-04-29,308,true,desktop,fr_FR,fondant renforcateur,0,2,0,,
2020-05-21,903,true,desktop,en_GB,tormaline,0,1,0,,
2020-05-21,106,true,smartphone,de_DE,Contouring,0,1,0,,
2021-05-22,2501,false,smartphone,en_GB,Hydralaunic,0,1,0,,1
2020-05-21,1102,false,smartphone,fr_FR,Coffret,0,1,0,,
2020-05-21,1102,true,smartphone,fr_FR,Sin,0,1,0,,
2020-05-21,903,true,desktop,en_GB,iolite,0,1,0,,
2020-05-21,903,true,desktop,en_GB,fores,0,1,0,,
2020-04-29,109,true,smartphone,es_ES,Multicorrector,0,2,0,,
2020-05-21,305,true,desktop,pl_PL,gliter,0,1,0,,
2020-04-29,902,false,desktop,fr_FR,pinc,0,2,0,,
2020-05-21,903,true,smartphone,en_GB,Brown mascara,0,1,0,,
2020-05-21,902,true,smartphone,fr_FR,Les cernes,0,1,0,,
2020-04-29,904,true,smartphone,es_ES,Spray sombras,0,2,0,,
2020-05-21,114,true,smartphone,it_IT,City miracle cc cream,0,1,0,,
2020-04-29,903,true,smartphone,en_GB,Sales,0,2,0,,
2020-04-29,904,true,smartphone,es_ES,Huesca,0,2,0,,
2020-05-21,902,true,smartphone,fr_FR,01 svlg,0,1,0,,
2020-05-21,2002,true,tablet,en_GB,Light day lavender day ctream,0,1,0,,
2020-04-29,902,true,smartphone,fr_FR,Beauty blender,0,2,0,,
2020-05-21,122,false,desktop,en_US,blusher,0,1,0,,
2020-05-21,904,true,desktop,es_ES,whipped won,0,1,0,,
2020-05-21,901,true,smartphone,it_IT,Black mamba,0,1,0,,
2020-05-21,2001,true,desktop,en_GB,Fusio dose,0,1,0,,
2020-05-21,1102,false,smartphone,fr_FR,Skinlove,0,1,0,,
2020-05-21,902,true,desktop,fr_FR,sourci,0,1,0,,
2020-04-29,903,true,smartphone,en_GB,The ordinary,0,2,0,,
2020-04-29,117,true,smartphone,en_GB,Lipglo,0,2,0,,
2020-05-21,904,true,smartphone,es_ES,Polvos traslucidos,0,1,0,,
2020-05-21,904,false,smartphone,es_ES,Lapiz crema,0,1,0,,
2020-05-21,113,true,desktop,fr_FR,gaultier,0,1,0,,
2020-05-21,902,true,smartphone,fr_FR,Résistant à l’eau,0,1,0,,
2020-04-29,114,false,smartphone,it_IT,Ex,0,2,0,,
2020-04-29,902,true,smartphone,fr_FR,Hilligther,0,2,0,,
2020-05-21,902,false,desktop,fr_FR,CYGNE MYSTERIEUX NYX,0,1,0,,
2020-05-21,309,false,smartphone,ro_RO,Calen,0,1,0,,
2020-05-21,904,false,smartphone,es_ES,Loreal,0,1,0,,
2020-04-29,115,true,smartphone,el_GR,26226,0,2,0,,
2020-05-21,901,true,smartphone,it_IT,Colla,0,1,0,,
2020-05-21,1103,true,smartphone,de_DE,Iron Stick,0,1,0,,
2020-05-21,904,true,smartphone,es_ES,Precorrector de ojera,0,1,0,,
2020-05-21,904,true,smartphone,es_ES,Pestañas posti,0,1,0,,
2020-05-21,2002,true,smartphone,en_GB,System corps,0,2,0,,
2020-04-29,904,false,smartphone,es_ES,Liniador,0,2,0,,
2020-04-29,904,true,smartphone,es_ES,Broc,0,5,0,,
2020-04-29,904,true,smartphone,es_ES,bro,0,7,0,,
2020-05-04,902,true,desktop,fr_FR,Gloss,2,0,29,,
2020-05-04,904,true,smartphone,es_ES,Eyeliner líquido,2,0,12,,
2020-04-29,902,true,desktop,fr_FR,pincea,0,6,0,,
2020-05-21,902,false,desktop,fr_FR,TCDF12.5 fond de teint,0,1,0,,
2020-05-21,904,true,smartphone,es_ES,Camel 12.05,0,1,0,,
2020-05-21,1701,true,smartphone,es_ES,Physical fusion uv,0,1,0,,
2020-05-21,1701,false,desktop,es_ES,REPOLISH CLEANSER,0,1,0,,
2020-05-21,904,true,smartphone,es_ES,Sombra ojos negro,0,1,0,,
2020-05-21,904,true,smartphone,es_ES,Incidencias,0,1,0,,
2020-05-21,103,false,smartphone,pl_PL,Krem na wągry,0,1,0,,
2021-05-22,901,false,smartphone,it_IT,Teramo,0,1,0,,1
2020-05-21,303,true,smartphone,de_DE,aquapower soin,0,1,0,,
2020-05-21,902,false,smartphone,fr_FR,lol lingerie,0,1,0,,
2020-05-21,902,true,smartphone,fr_FR,Buttergloss,0,1,0,,
2020-05-21,903,true,desktop,en_GB,fern,0,1,0,,
2020-05-21,904,true,smartphone,es_ES,Paletas de brush,0,1,0,,
2020-05-21,904,true,smartphone,es_ES,Matte broncer,0,1,0,,
2020-05-21,904,true,smartphone,es_ES,Agua colores,0,1,0,,
2020-05-21,308,true,desktop,fr_FR,micro voile,0,1,0,,
2020-05-21,903,true,desktop,en_GB,forest,0,1,0,,
2020-05-21,904,true,smartphone,es_ES,Brillantes,0,1,0,,
2020-05-21,903,true,desktop,en_GB,crylon,0,1,0,,
2020-05-21,115,true,smartphone,el_GR,Slyde,0,1,0,,
2020-05-21,903,true,desktop,en_GB,lime,0,1,0,,
2020-05-21,902,true,smartphone,fr_FR,rouge a levre vert,0,1,0,,
2020-05-21,903,true,desktop,en_GB,nettle,0,1,0,,
2020-05-21,103,true,desktop,pl_PL,wyszczuplanie,0,1,0,,
2020-05-21,308,true,smartphone,fr_FR,92241838,0,1,0,,
2020-05-21,904,false,smartphone,es_ES,Milani,0,1,0,,
2020-05-21,902,false,smartphone,fr_FR,eye-liner liquide,0,1,0,,
2020-05-21,115,true,smartphone,el_GR,Bad seet,0,1,0,,
2020-05-21,904,true,smartphone,es_ES,Corrector cw4,0,1,0,,
2020-05-21,1202,false,smartphone,de_DE,Banila,0,1,0,,
2020-05-21,903,true,desktop,en_GB,tangerine,0,1,0,,
2020-05-21,903,true,desktop,en_GB,holl,0,1,0,,
2020-05-21,309,false,desktop,pl_PL,płyn micelarny,0,1,0,,
2020-05-21,904,true,smartphone,es_ES,Mascarilla hidratante,0,1,0,,
2020-05-21,113,true,smartphone,fr_FR,Li,0,1,0,,
2020-05-21,114,true,desktop,de_DE,fl,0,1,0,,
2020-05-21,903,true,desktop,en_GB,roll on shimmer,0,1,0,,
2020-05-21,109,true,smartphone,fr_FR,Yvelines,0,1,0,,
2020-05-21,309,false,smartphone,ro_RO,The ordinary,0,1,0,,
2020-05-21,904,true,desktop,es_ES,shout louf,0,1,0,,
2020-05-21,904,true,smartphone,es_ES,Eyeliner color,0,1,0,,
2020-05-21,903,true,smartphone,en_GB,No filter powder,0,1,0,,
2020-05-21,601,true,smartphone,en_ZA,eyebrow,0,1,0,,
2020-05-21,2002,true,desktop,en_GB,hand and nail cream,0,1,0,,
2020-05-21,902,false,smartphone,fr_FR,Demaqui,0,1,0,,
2020-05-21,120,false,desktop,en_GB,fiamma,0,1,0,,
2020-05-21,103,true,desktop,pl_PL,CICAPLAST BAUME B5 SPF50,0,1,0,,
2020-05-21,903,true,desktop,en_GB,net,0,1,0,,
2020-05-21,2002,true,smartphone,en_GB,Training,0,1,0,,
2020-05-21,2001,false,desktop,en_GB,creme de la cream,0,1,0,,
2020-05-21,901,true,smartphone,it_IT,Correttore arancio,0,1,0,,
2020-05-21,309,true,desktop,pl_PL,try before buy,0,1,0,,
2020-05-21,902,true,smartphone,fr_FR,Eye l,0,1,0,,
2020-05-21,902,true,desktop,fr_FR,commande perdue,0,1,0,,
2020-05-21,114,true,smartphone,de_DE,Pe,0,1,0,,
2020-05-21,1102,true,smartphone,fr_FR,Poitrine,0,1,0,,
2020-05-21,308,true,desktop,fr_FR,Micro-Voile Protecteur,0,1,0,,
2020-05-21,904,true,desktop,es_ES,ultimate shadows,0,1,0,,
2020-05-21,901,true,smartphone,it_IT,Glutee goal a,0,1,0,,
2020-05-21,904,false,desktop,es_ES,on the r,0,1,0,,
2020-05-21,114,true,desktop,it_IT,effercenes,0,1,0,,
2020-05-21,308,true,smartphone,fr_FR,44S900,0,1,0,,
2020-05-21,904,true,desktop,es_ES,Parches ácido hialuronico,0,1,0,,
2020-05-21,117,true,smartphone,en_GB,hyonoese,0,1,0,,
2020-05-21,901,false,desktop,it_IT,lipm gloss mini,0,1,0,,
2020-05-21,903,true,desktop,en_GB,racin,0,1,0,,
2020-05-21,115,true,smartphone,el_GR,Slide on lip pencil,0,1,0,,
2020-05-21,902,true,smartphone,fr_FR,Nyx liquid suisse,0,1,0,,
2020-05-21,903,true,desktop,en_GB,quince,0,1,0,,
2020-05-21,308,true,smartphone,fr_FR,Schampoing,0,1,0,,
2020-05-21,904,false,smartphone,es_ES,Som,0,1,0,,
2020-05-21,904,true,smartphone,es_ES,Promociones,0,1,0,,
2020-05-21,903,true,desktop,en_GB,yellow eyeshadow,0,1,0,,
2020-05-21,903,true,desktop,en_GB,nett,0,1,0,,
2020-05-21,901,true,smartphone,it_IT,Color correct,0,1,0,,
2020-05-21,902,true,smartphone,fr_FR,Blush et bronzer,0,1,0,,
2020-05-21,903,true,smartphone,en_GB,Richmond,0,1,0,,
2020-05-21,901,false,smartphone,it_IT,Colla,0,1,0,,
2020-05-21,901,false,smartphone,it_IT,Suede bright orange,0,1,0,,
2020-05-21,308,true,smartphone,fr_FR,Cheuveux gras,0,1,0,,
2020-05-21,902,true,smartphone,fr_FR,Poudre matifiqnte,0,1,0,,
2020-05-21,904,true,smartphone,es_ES,Ultimate shadow palette brigts,0,1,0,,
2020-05-21,902,false,smartphone,fr_FR,vincyl,0,1,0,,
