submit_date,product_one_id,product_two_id,order_channel,nsite_id,registered,first_time_buyer,device_class_code,locale_code,frequency_count,std_cobuy_revenue
2025-03-05 00:00:00.000,13859,144043,Storefront,Sites-kiehls-emea-east-ng-Site,false,true,smartphone,sl_SI,1,0.000000
2025-03-18 00:00:00.000,29162,763200,Storefront,Sites-ysl-emea-west-ng-Site,true,true,smartphone,fr_FR,13,0.000000
2025-03-08 00:00:00.000,15558,15743,Storefront,Sites-kiehls-emea-east-ng-Site,true,false,desktop,sk_SK,1,48.170000
2025-03-06 00:00:00.000,398904,773374,Storefront,Sites-kiehls-fr-Site,true,true,desktop,fr_FR,2,-6.940000
2025-03-06 00:00:00.000,398904,774564,Storefront,Sites-kie-emea-west-Site,true,true,smartphone,nl_NL,1,47.930000
2025-03-06 00:00:00.000,398904,775505,Storefront,Sites-kiehls-de-Site,false,false,smartphone,de_DE,1,18.490000
2025-03-06 00:00:00.000,399914,642697,Storefront,Sites-lancome-emea-east-ng-Site,true,false,smartphone,hr_HR,1,0.000000
2025-03-06 00:00:00.000,399914,642697,Storefront,Sites-lancome-emea-east-ng-Site,true,true,smartphone,hr_HR,1,0.000000
2025-03-06 00:00:00.000,399914,684296,Storefront,Sites-lancome-emea-east-ng-Site,true,false,smartphone,hr_HR,1,0.000000
2025-03-08 00:00:00.000,15558,15743,Storefront,Sites-kiehls-emea-east-ng-Site,true,true,smartphone,sr_RS,1,51.230000
2025-03-18 00:00:00.000,29162,764900,Storefront,Sites-ysl-emea-west-ng-Site,true,true,smartphone,fr_FR,1,84.580000
2025-03-18 00:00:00.000,29162,766037,Storefront,Sites-ysl-emea-west-ng-Site,true,true,smartphone,en_GB,2,187.340000
2025-03-18 00:00:00.000,29162,766191,Storefront,Sites-ysl-emea-west-ng-Site,false,true,smartphone,en_GB,1,0.000000
2025-03-06 00:00:00.000,399914,684296,Storefront,Sites-lancome-emea-east-ng-Site,true,true,smartphone,hr_HR,1,0.000000
2025-03-06 00:00:00.000,399914,713801,Storefront,Sites-lancome-emea-east-ng-Site,true,true,smartphone,hr_HR,1,0.000000
2025-03-06 00:00:00.000,399914,729922,Storefront,Sites-lancome-emea-east-ng-Site,true,false,smartphone,hr_HR,1,0.000000
2025-03-18 00:00:00.000,29162,766892,Storefront,Sites-ysl-emea-west-ng-Site,true,false,smartphone,it_IT,1,98.680000
2025-03-18 00:00:00.000,29162,773407,Storefront,Sites-ysl-emea-west-ng-Site,false,true,smartphone,en_GB,1,38.660000
