campaign_id,ncampaign_id,description,valid_from,valid_to,is_continuous
28470001,YSL_UK_12022021_20OFFCRM,XXX,,,false
48470001,ro-best-friends,XXX,,,false
10540001,E2_MONTHLY_GWP_NOURISH_NOV20,XXX,,,false
10560001,Free_Samples_NOVEMBER_IT_20201101,XXX,,,false
35320001,DE-ITC-FLASHSALE-SKINCARE-032021,,2021-03-24 00:00:00.000,2021-03-25 00:00:00.000,true
5740001,NHS-DISCOUNT,XXX,,,false
5740002,BA-PROMOTION,XXX,,,false
9620001,AOX - VICHY 10/2020 -20 PCT ERIC20,XXX,,,false
9130001,THE-MORE-YOU-BUY-THE-MORE-YOU-SAVE,XXX,,,false
9140001,LAC-FR-OFFRE-ECENTIME-SOIN-OCTOBRE,XXX,,,false
1513649,DE_LAC_LUCKYWHEEL_MAISONLAC20,,2019-12-12 23:00:00.000,2019-12-15 23:00:00.000,true
65000001,Elixir Ciment Thermique GWP,XXX,,,false
65030001,KIE_UK_09-21_GWP_SOCIAL-SKIN100,XXX,,,false
7830001,BNL-TROUBLEMAKER-GWP-OCT-2020,XXX,,,false
13710001,__UNDEFINED__,XXX,,,false
46130001,CRM - MAY PAYDAY PROMOTION,XXX,,,false
46150001,CORPORATE-BENEFITS-DE_052021-con,XXX,,,false
62650001,UDC_ES_6-9_12-9_FF21septiembre-PRE-EMBAJADORAS-IONUD,XXX,,,false
9150001,CANDLE,XXX,,,false
63810002,MID MONTH SEPTMEBER CRM 20,XXX,,,false
51240001,UDC_ES_22-6_23-6_FFJUNIOPRE-EMB,XXX,,,false
51250001,IT-LAC-Focus-on-eyes-2021,XXX,,,false
20370001,VEEPEE-OFFER-DECEMBER-SOURCE-CODE,XXX,,,false
20380001,Free_Samples_Bundles_December_ES_20201211,XXX,,,false
1514579,FR-GWP-November2019-BEST,,2019-10-31 23:00:00.000,2019-11-23 23:00:00.000,true
58100001,KIE_UK_08-21_GWP_RETINOL,XXX,,,false
67960001,x5 Day Sample GWP,XXX,,,false
10560002,DE-LAC-SINGLESDAY-112020,XXX,,,false
7840001,De-ITC-UNIDAYS-092020,XXX,,,false
17880001,DE-KIE-ADVENTSKALENDER-2020-HOLIDAY4,,2020-12-03 23:00:00.000,2020-12-04 23:00:00.000,true
101860001,PROMO_SPRING25_APR22,XXX,,,false
10610001,pl-3-for-2-body,XXX,,,false
1512465,IT-KIEHLSXLEVIS,,2019-07-11 00:00:00.000,2019-08-31 21:45:00.000,true
10670001,AOX - VICHY 10/2020 - 50 EUROS M89 MASQUE,XXX,,,false
10710001,LAC_UK_02112020_08112020_GWPWYS60,XXX,,,false
7140001,ES-FF20-Oct-PRE-FRIENDS,XXX,,,false
7140002,ES-FF20-OCT-PREFF-FF30,XXX,,,false
7150001,DE - ITC Fall15,XXX,,,false
10710002,UDC_ES_Obsoletos50,XXX,,,false
1514211,FR_SHIPPING_MERCI_20190115,,2019-01-15 23:00:00.000,2019-12-31 23:00:00.000,true
1511033,SALES20_20180109,,2018-01-11 10:30:00.000,2050-01-01 00:00:00.000,true
1512724,NYX_ES_2020-04-17_EXPERIENCE,,2000-01-01 00:00:00.000,2050-01-01 00:00:00.000,true
1514575,LOYALTY_15_OFF_70_SPEND,,2018-09-10 08:00:00.000,2050-01-01 00:00:00.000,true
5120001,LOY-FR-Migrated-customer-Family,XXX,,,false
5150001,NYX_FR_20200911-20200913_HAPPYBFF,XXX,,,false
5160001,IT-BIO-SALES-ALWAYS-ON-2020,XXX,,,false
8720001,YSL_UK_FREEBOLOTION,XXX,,,false
8730001,KIE_UK_10-20_GWP_PETAL-POWER,XXX,,,false
1511252,ro-refreshing-duo,,2020-07-02 22:00:00.000,2020-07-08 22:00:00.000,true
22950001,AOX - VICHY 01/2021 - 15 PCT 2 PRODUITS SELECTIONNES DUOREGARDVICHY,XXX,,,false
28460001,NYX_FR_2021-02-11_2021-02-12_PLAY_LEARN_REPLAY,XXX,,,false
36560001,DE-LAC-GSW2021-032021,XXX,,,false
24850001,KIE_FR_20210115_20210216_SELECTION-HIVER,XXX,,,false
28480001,GIOIE WEAR IT VEGAN - VENERDì 12 FEB,XXX,,,false
36560002,DE-KIE-GSW-042021,XXX,,,false
28510001,PROMO-STVAL-202102,XXX,,,false
7160001,BIO_ES_DNR_Cat-Ofertas-Especiales,XXX,,,false
48480001,YSL_UK_ALWAYSONJUNEGWP,XXX,,,false
10570001,UD_FR_20201101_VEGANDAY,XXX,,,false
10680001,UDC-DE-NAKEDHEAT2-GRATIS-112020,XXX,,,false
42710001,LAC_ES_3-5_9-5_absolue,XXX,,,false
1512786,FR-MANIATIS,,2019-11-04 00:00:00.000,2020-03-31 22:00:00.000,true
11730061,KIE_FR_20200811_VEEPEE-811,,2020-11-07 22:45:00.000,2020-11-09 09:00:00.000,true
9630001,NYX_FR_01-10-2020-31-10-2020_CODES-MADMOIZELLE,XXX,,,false
51230001,pl-anthelios-20,XXX,,,false
13770001,CZ_1dlx_PODZIM,XXX,,,false
51260001,KIE_UK_06-21_GWP_FRESHFACE,XXX,,,false
1514872,LAC_UK_24062020_30062020_25%offMillieEdit,,2020-06-23 23:00:00.000,2020-06-30 23:00:00.000,true
5740003,DEALMOON-PROMOTION,XXX,,,false
5740004,BIRTHDAY,XXX,,,false
1512593,FR-Offre-Discount-AVOCADO,,2019-06-30 22:00:00.000,2019-08-01 01:00:00.000,true
63830001,ADBA_refill,XXX,,,false
5190001,ITF_FR_20200911_20200913_DISCOUNT20%_CC20,XXX,,,false
9160001,KIE_FR_20201009-20210131_CALENDRIER10,XXX,,,false
1513480,E2-CH-F&F-2019,,2019-09-26 22:00:00.000,2019-09-29 22:00:00.000,true
15000003,SABINA20-112020,,2020-11-22 23:00:00.000,2020-11-25 23:00:00.000,true
7000147,pl-boy,,2020-09-27 22:00:00.000,2020-09-30 22:00:00.000,true
29990068,Decleor CNY REDSCARF,,2000-01-01 00:00:00.000,2050-01-01 00:00:00.000,true
65010001,LAC_UK_14092021_14032022_GNFflagship_AA,XXX,,,false
7850001,ES-FF20-General-Reg,XXX,,,false
6110042,YSL-FRENCH-DAYS-SEPTEMBRE-2020,20% sur tout le site sauf LVDP et Or Rouge
30% dès 100€ d'achat
1 GWP dès 150€ d'achat,2020-09-23 22:00:00.000,2020-09-30 22:00:00.000,true
63840001,DE-KIE-CRM-CC10-072021,XXX,,,false
26000001,IT-Promo-Live-Event-Gaia-Gozzi-Mrdanielmakeup,XXX,,,false
58110001,GWP_After_Sun_Hydration_HYDRATION_DE_20210801,XXX,,,false
1513651,Discount_MERCI_15022017_src,,2000-01-01 00:00:00.000,2050-01-01 00:00:00.000,true
23860001,KIE_UAE_Main_Samples,XXX,,,false
23870001,__UNDEFINED__,XXX,,,false
23880001,UD_FR_NEWYEARDEAL_DISCOUNT20%_30%,XXX,,,false
23900001,UDC_ES_7-1_31-1_rebajas-5e,XXX,,,false
10720001,KIE_ES_2-11_15-11_generosidad,XXX,,,false
10730001,AOX - SANOFLORE - Colissimo - FREESHIPPING 45€,XXX,,,false
1513270,DE-GWP-SUNCREAM-50-082020,,2020-08-06 22:00:00.000,2020-08-31 22:00:00.000,true
1514553,DE_LAC_pinkweekend_2019_slobs,,2019-11-27 23:00:00.000,2019-12-02 23:00:00.000,true
7190001,DISCOUNT_comeback_29032019,XXX,,,false
5320025,KIE_UK_09-20_GWP_ROUTINE-SPEND-50,,2020-09-12 23:00:00.000,2020-09-23 23:00:00.000,true
1515337,DISC_20off_13122019,,2019-12-13 00:00:00.000,2019-12-20 00:00:00.000,true
1515338,DISCOUNT_MASCARA_20181206,,2018-12-10 00:00:00.000,2018-12-24 00:00:00.000,true
5130001,AOX - LRP - 09/2020 - MY LITTLE BOX,XXX,,,false
5170001,IT-Promo-Mascherina-Riutilizzabile,XXX,,,false
5200001,IT-Promo-BTS-VIP-25-Off,XXX,,,false
19030005,LAC-FR-OFFRE-CALENDRIER-DE-LAVENT-15-20122020,,2020-12-19 23:00:00.000,2020-12-20 23:00:00.000,true
8740001,LAC-FR-OFFRE-VEEPEE,XXX,,,false
8760001,ITC_FR_20201016_20201024_BEAUTYSLEEP50,XXX,,,false
22960001,IT-KIE-JAN-2021-MIDNIGHT,XXX,,,false
36570001,ro-midnight-routine,XXX,,,false
7860001,NYX_FR_01-01-2030_GWP_BIRTHDAY,XXX,,,false
7870001,NYX_ES_DNR_NYXLIVE_nueva-minitalla,XXX,,,false
42720001,BIO_FR_2021_INFLUENCEUSES_DISCOUNT30%,XXX,,,false
28530001,KIE_UK_02-21_GWP_ESSENTIALS,XXX,,,false
24860001,KIE_ES_20-1_31-1_hidratacion,XXX,,,false
44990001,LAC_UK_2021_WELCOME_15OFF,XXX,,,false
7170001,Discount10_Sept_Oct_20200924,XXX,,,false
10580001,Discount_SKCFR25_20180803,XXX,,,false
10740001,AOX - VICHY - Colissimo - FREESHIPPING 45€,XXX,,,false
24500005,BIO_ES_18-1_19-1_BlueMondayVIPMen,,2021-01-17 23:00:00.000,2021-01-31 23:00:00.000,true
9640001,UDC_ES_26-10_1-11_halloween,XXX,,,false
9660001,KIE_FR_20201026_JINGLEBELLS_GWP,XXX,,,false
67970001,HR_Duo_Correction_Protection,XXX,,,false
5740005,WELCOMEBACK,XXX,,,false
63850001,LAC-FR-OFFRE-BTS-INFLUENCE,XXX,,,false
59760026,LAC-FR-NGL-TEST-OFFER5,-25% sur [3614272450561] pour tout achat du produit [4935421656351]
Frais de port offerts (sauf Chronopost) pour tout achat du produit [4935421656351],2000-01-01 00:00:00.000,2050-01-01 00:00:00.000,true
48500001,AT-KIE-Pride5-062021,XXX,,,false
13780001,DE-KIE-FSS-12_31122020,XXX,,,false
1514667,LAC-FR-GWP-LASH-SERUM,1 GWP offert pour l'achat d'un Lash Sérum,2020-07-09 22:00:00.000,2020-07-31 22:00:00.000,true
1511920,WELCOME GIFT DECLEOR NEROLI,,2019-11-19 00:00:00.000,2021-12-31 00:00:00.000,true
9170001,ITC_FR_ECENTIME20_DISCOUNT20%,XXX,,,false
9180001,DE-KIE-DEINGRATISSETM-102020,XXX,,,false
9200001,CZ_Halloween20,XXX,,,false
62660001,UDC_ES_9-9_12-9_FF21septiembre-EXTRA,XXX,,,false
46920066,E2_CH_MONTHLY_GWP_TRAVELKIT_JUN21,,2021-05-31 22:00:00.000,2021-06-27 22:00:00.000,true
77660001,KIE_UK_11-21_DIS_BLACK-FRIDAY-LOYALTY,XXX,,,false
6290001,DE-LAC-VIRTUALBUNDLE-092020,XXX,,,false
58120001,UDC_ES_1-8_31-8_MiniNaked3-launch,XXX,,,false
58120002,LAC-OFFRE-SUMMERKIT,XXX,,,false
95950001,AOX - VICHY - 02/2022 - ORDER 10 PCT CLASS AFILIZAVICHY,XXX,,,false
2190024,LAC-FR-TRIGGER-INSTITUT5,,2020-08-23 22:00:00.000,2050-01-01 00:00:00.000,true
83270001,IT-KIE-DIC-2021-PROMO-GIORNO-12/12,XXX,,,false
1512973,NYX_UK_2020-04-20_2021-05-01_SURPRISE30,FREE GWP Mini Setting Spray  Spend £30 using code SURPRISE-XX-XX-XX-XX
,2020-04-20 22:00:00.000,2021-04-30 22:00:00.000,true
26010001,ITC_2021_INFLUENCEUSES_VAGUE3,XXX,,,false
26010002,IT-Promo-Live-Scale-Mr-Daniel-Others,XXX,,,false
23910002,__UNDEFINED__,XXX,,,false
26030001,pl-skin-2021,XXX,,,false
7880001,KIE_UK_10-20_DIS_POWER-DUO-VIP,XXX,,,false
26040001,Payday20 Spend £100 for 20% off,XXX,,,false
20390001,DE-UDC-25%-OFF-GESCHENKE-122020,XXX,,,false
1514675,KIE_DE_2020-02-14_2020-02-23_PSLRC_EYE_DLX_GWP,14. bis 23. Februar PSLRC Eye DLX Animation PSLRC Eye DLX bei jeder Bestellung > 69€,2020-02-13 23:00:00.000,2020-02-23 23:00:00.000,true
20290055,LAC-FR-OFFRE-LAST-CHANCE-25,25% sur tout le site,2020-12-13 23:00:00.000,2020-12-17 23:00:00.000,true
1515458,IT_DISC_COSMO17_1702,,2017-03-15 23:00:00.000,2017-03-20 23:00:00.000,true
1512018,DISCOUNT_LASHES_20181109,,2018-11-18 00:00:00.000,2018-11-23 00:00:00.000,true
2970001,IT-Promo-Idratanti-aug-2020,XXX,,,false
2980001,ITC_20200822_20200823_PLAISIR20_DISCOUNT20%_ALLSITE,XXX,,,false
3000001,Private-Sales-Affiliate-August,XXX,,,false
3010001,IT-THANK-YOU-NOTE,XXX,,,false
3030001,KIE_KSA_2020-07-16_2020-08-16_VITAL20,XXX,,,false
8750001,PROMO-FRENCHDAYS-092020SAV,XXX,,,false
22970001,AOX - VICHY 01/2021 - BIENVENUEVICHY,XXX,,,false
7890001,LAC-FR-OFFRE-ROUE-DE-LA-FORTUNE,XXX,,,false
22980001,KIE_UK_01-21_GWP_HEALTHYSKIN,XXX,,,false
26020001,UDC_FR_2021_INFLUENCEUSES_DISCOUNT25%,XXX,,,false
7180001,0000-CUSTOMER-CARE-SE-CAMPAIGN,XXX,,,false
7200001,pl-normaderm,XXX,,,false
10590001,DE - jasmin20,XXX,,,false
10750001,AOX - LRP - Colissimo - FREESHIPPING 45€,XXX,,,false
6320001,KIE_ES_DNR_WELCOME15,XXX,,,false
5750001,DE-BIO-GWP-LPX-092020,XXX,,,false
24870001,BIO_FR_2021_JANUARY_SALE_ALLCLIENT,XXX,,,false
9650001,GWP_Night_Routine_FR_20201026,XXX,,,false
9670001,DE-40%-OFF-LAST-CHANCE,XXX,,,false
5180001,ES-GWP-Super-multi-corrective,XXX,,,false
5210001,Private-Sales-AP-Affiliate-September,XXX,,,false
5220001,DISCOUNT_WELCOME_20190617,XXX,,,false
23030001,DISCOUNT_15_OFF_WELCOME,XXX,,,false
23050001,UDC-IT-SALDI-INVERNALI-2021,XXX,,,false
23080001,SAV-ALBANE-CLIENT,XXX,,,false
9190001,UDCIT-PROMO-PALETTE-OTTOBRE-2020,XXX,,,false
9200002,SHIPPING_Promo,XXX,,,false
6110043,ro-test1,,2020-09-16 22:00:00.000,2020-09-17 22:00:00.000,true
36580001,KIE_ES_1-4_30-4_Favorito-Abril,XXX,,,false
45010001,MUG-FR-beauteprivee-angel-decouverte,XXX,,,false
42730001,BIO_ES_3-5_16-05_GWP-VIP_3x2,XXX,,,false
45030001,CZ_OnaDnes21,XXX,,,false
48510001,KIE_KSA_DNR-FatherProdSet,XXX,,,false
62670001,DE-KIE-LOYALTY-Retinol-082021-2,XXX,,,false
61720001,AntiAging_Routine,XXX,,,false
58130001,KIE_ES_2-8_15-8_3x2,XXX,,,false
95970001,NYX_FR_2022-03-01_2022-08-26_PRO25,XXX,,,false
65040001,pl-1+1za50,XXX,,,false
28550001,GWP_HB5_ValentineS_Day_DE_20210213,XXX,,,false
28590001,GWP_HB5_ValentineS_Day_IT_20210213,XXX,,,false
26060001,DE-LAC-7TAGE-01122020-01072021,XXX,,,false
1515379,GWP_August_20180803,,2018-08-15 22:00:00.000,2018-09-16 22:00:00.000,true
20400001,NYX_FR_2020-12-14_2020-012-25_DIAMONDS20,XXX,,,false
28610001,pl-beauty-bye-bye,XXX,,,false
10770001,DE_eliterewards_silber20_2019,XXX,,,false
10770002,IT-2020-NOV-MIDNIGHT,XXX,,,false
10790001,LPA_FR_20201102-20201108-AFFILIATION-NOVEMBRE-RMN,XXX,,,false
10800001,IT-2020-NOV-WRAPPING-NATALE,XXX,,,false
10810001,THERMIQUE15,XXX,,,false
10830001,UD_UK_14-02_2021_WIRED-GWP,XXX,,,false
39660045,LAC-FR-OFFRE-TRIGGER-MYHOMESPA,,2021-04-18 22:00:00.000,2021-04-25 22:00:00.000,true
9570070,IT-2020-NOV-WRAPPING-NATALE,,2020-12-01 23:00:00.000,2020-12-20 23:00:00.000,true
1512755,ES_DISCOUNT_EASTER_20180327,,2018-03-27 22:00:00.000,2018-03-28 22:00:00.000,true
1515277,YSL_UK_2020-01-24_2020-02-03_JANPAYDAYGWP,,2020-01-24 00:00:00.000,2020-02-04 00:00:00.000,true
1511358,FR_DISCOUNT_FRIENDSFAMILY_JUIN2020,,2020-06-02 22:00:00.000,2020-06-09 22:00:00.000,true
2990001,Private-Sales-August,XXX,,,false
3020001,DE-UDC-AllNighter25-082020,XXX,,,false
3040001,YSL_UK_2020-02-20_2021-03-01_10_OFF,XXX,,,false
8760002,Customer Care Codes,XXX,,,false
13800001,ITC_INFLUENCEUSES_VAGUE2,XXX,,,false
1512055,GWP_ICONS_20171110,,2017-11-28 00:00:00.000,2017-12-20 17:00:00.000,true
24880001,KIE_KSA_2020-12-23_ALL-STAR,XXX,,,false
28560001,ro-valentine,XXX,,,false
42740001,GRAZIE15-NL-ANNIVERSARY,XXX,,,false
45020001,MUG-FR-beauteprivee-angel-passion,XXX,,,false
26080001,LAC-FR-OFFRE-ECENTIME30-JANUARY2021,XXX,,,false
39860001,GENESIS-BUNDLE-GWP,XXX,,,false
45050001,FR_FREESHIPPING_2021_6A_RL,XXX,,,false
48520001,LAC_ES_DNR_HYPNOSE_NOIR,XXX,,,false
9680001,pl-3-for-2,XXX,,,false
5760001,IT-2020-FAMILYANDFRIENDS-REFERRED,XXX,,,false
1513034,es-ene-35-individual,,2020-01-01 00:00:00.000,2020-02-29 23:00:00.000,true
43500060,IT-MARZOBOUNCEBACK,,2020-03-19 00:00:00.000,2020-04-06 22:00:00.000,true
19960001,VP-CRM-20%-DECEMBER2020-SOURCE-CODE,,2020-12-10 23:00:00.000,2020-12-21 23:00:00.000,true
1512842,Discount_SKIN10_20190905,10% off on every order - 05/09/19 -> 01/11/19,2019-09-04 22:00:00.000,2019-11-01 23:00:00.000,true
5230001,LOY-FR-Free-Shipping-Tier-3-4,XXX,,,false
5240001,GWP_HB5_ES_20200911,XXX,,,false
5260001,IT-Promo-BTS-25-Off,XXX,,,false
46180001,ARMANI_28-05-2021_LIPPOWER_SOPOST,XXX,,,false
63870001,Discount_EMILIE20_FR_20210901,XXX,,,false
9210001,DE - ANGELIKA20,XXX,,,false
22990001,IT-KIE-JAN-2021-WINTER-SALES-OFFICIAL,XXX,,,false
24040001,pl-promo-20-off,,2021-01-11 23:00:00.000,2021-04-12 22:00:00.000,true
48530001,DE-KIE-Pride-062021,XXX,,,false
7900001,Free shipping over R750s,XXX,,,false
7910001,LPA_FR_10-06-2020_10-31-2020_ELNETT-GWP,XXX,,,false
101870001,DE-LAC-OSTERN-042022,XXX,,,false
10760001,UDC_FR_20201015-20201108_INFLUENCEUSES_DISCOUNT25%,XXX,,,false
10780001,UD_UK_11-20_INFLUENCER-SOPHIE30,XXX,,,false
7210001,UD_FR_CONTINUOUSLY_20200930_UDWIDILO,XXX,,,false
7220001,ES-FF20-Oct-FRIENDS-CONCUPON,XXX,,,false
58140001,NYX_FR_2021-30-06_2021-30-08_GWP39,XXX,,,false
28600001,YSL_UK_12022021_20OFFSITEWIDE,XXX,,,false
22840003,DE-Maskenpinsel_GWP_012021,,2021-03-18 23:00:00.000,2021-04-30 22:00:00.000,true
13260036,DE-UDC-BLACKFRIDAY-112020,,2020-11-22 23:00:00.000,2020-11-30 23:00:00.000,true
22390047,DE-KIE-UFCBUNDLES-10%RABATT-122020,,2021-02-14 23:00:00.000,2021-03-02 23:00:00.000,true
10820001,THERMIQUE,XXX,,,false
10820002,TREAT35,XXX,,,false
10820003,TREAT30,XXX,,,false
10840001,AOX_CAF_AWIN,XXX,,,false
10850001,Discount_LANCOME10_20170605,XXX,,,false
1513261,DE-KIE-FSS-4_31122020,,2000-01-01 00:00:00.000,2020-12-31 23:00:00.000,true
13090002,IT-KIE-NOV-2020-PRE-BLACK-FRIDAY,,2020-11-13 23:00:00.000,2020-11-18 23:00:00.000,true
1511408,LAC-FR-GWP-LVEB-INTENSEMENT,1 GWP pour tout achat d'un LVEB Intensément,2000-01-01 00:00:00.000,2020-08-31 22:00:00.000,true
4710052,UK_YSL_SEPT_GWP,,2020-09-02 23:00:00.000,2020-09-15 00:00:00.000,true
23060001,IT-BIO-JAN-2021-WINTER-SALES,XXX,,,false
23090001,DE-KIE-FSS-10_31122020,XXX,,,false
23110001,LAC-FR-ORL-O-REVOIR,XXX,,,false
13260030,ro-cyber-monday,,2020-11-15 23:00:00.000,2020-11-16 23:00:00.000,true
1513912,E2-DNS-DollyStyle,,2019-02-25 23:00:00.000,2019-03-31 22:00:00.000,true
3050001,YSL-FR-COUPON-SORRY-YSL729,XXX,,,false
3050002,DE_ITC_BRUSH25_082020,XXX,,,false
3050003,KIE_UAE_DNR_RAMADAN-COLLECTION_VCS,XXX,,,false
8770001,BIO_FR_16102020_17102020_FRIENDS_FAMILY_DISCOUNT30%_OCT2020,XXX,,,false
24890001,LPA_FR_2021-01-20_2021-02-16_SOLDES_GWP,XXX,,,false
23070001,YSL_UK_2021-01-01_20OFFSKINCARE,XXX,,,false
13810001,AOX - VICHY 04/2020 - 15 PCT 40 EUROS BIRTHDAY15,XXX,,,false
7000099,UAT_SHIPPING,,2000-01-01 00:00:00.000,2050-01-01 00:00:00.000,true
39870001,IT-BIO-APR-2021-PROMO-EARTH-DAY,XXX,,,false
23100001,UDC_ES_1-12_6-01_allnighter,XXX,,,false
23100002,SAV-ALBANE-CLIENT,XXX,,,false
9690001,DE_LAC_SPECIALOFFER_ab26102020,XXX,,,false
23120001,AOX - VICHY 01/2021 - 80 EUROS INDISPENSABLES  PRODUITS OFFERTS,XXX,,,false
5760002,NYX_ES_1-7-2020_31-10-2020_NYXGSG15,XXX,,,false
24890002,LPA_FR_2021-20-01_2021-16-02_SOLDES,XXX,,,false
23140001,AOX - VICHY 01/2021 - SKINCONSULT TRIGGER J + 3,XXX,,,false
23150001,AOX - LRP - 01/2021 - OFFRE LIPIKAR HUILE LAVANTE,XXX,,,false
1512628,ES_DISC_DESCUENTO20FLASH_1702,,2000-01-01 00:00:00.000,2050-01-01 00:00:00.000,true
23160001,LAST-CHANCE-MUP-30%,XXX,,,false
40100001,pl-25promo,,2021-04-20 23:00:00.000,2021-04-30 23:00:00.000,true
9220001,es-carnet-joven,XXX,,,false
2920104,GWP_DEC_GIFT_SPEND50,,2019-12-16 00:00:00.000,2019-12-25 00:00:00.000,true
5250001,SOUVENIR_20160219,XXX,,,false
5270001,KIE_FR_20200912_20200926_GWP_DUOAMINO,XXX,,,false
45060001,UD_FR_FREE_SHIPPING_2021_ALLODERS,XXX,,,false
13760003,DE-KIE-FSS-12_31122020,,2020-11-17 23:00:00.000,2020-12-31 23:00:00.000,true
48540001,DE-KIE-CRMTRIGGERNL-092020,XXX,,,false
46200001,AOX - VICHY - 05/2021 - ORDER 15 PCT CLASS VICHY15,XXX,,,false
76650001,SKC-FR-OFFER-BLACK-FRIDAY-NOVEMBER2021-TROUSSE,XXX,,,false
1513931,GWP_JANUARY_20181212,,2019-01-08 16:00:00.000,2019-02-06 23:00:00.000,true
65060001,Copy of AOX - LRP - 03/2021 - LRPSISIMAKEUPARTIST,XXX,,,false
7920001,LAC_UK_06102020_GWPTEST_WYS60,XXX,,,false
34990031,IT-KIE-2021-SPRING-NIGHT-NOACTIVE-2,,2021-03-21 07:00:00.000,2021-03-21 19:00:00.000,true
58150001,UD_UK_04-20_NHS-20-DISCOUNT,XXX,,,false
10860001,AOX - SANOFLORE - 2020-10 - MINIMASQUE,XXX,,,false
10870001,NYX_ES_DNR_INFLUENCERS_1101,XXX,,,false
7220002,ES-FF20-Oct-SINCUPON,XXX,,,false
1510678,DISCOUNT_AVVENTO5_20181129,,2018-12-04 23:00:00.000,2018-12-05 23:00:00.000,true
51290001,Affiliates Selection of AOX GWP WYS £200 via Code "SUMMER" (1-30 June 2021),XXX,,,false
26110001,YSL_UK_CRM_15OFFWYS45,XXX,,,false
20410001,FreeShipping_EXPRESS_ES_20201214,XXX,,,false
23940001,KIE_UAE_Main_Samples,XXX,,,false
23970001,YSL_UK_JANUARY_GWP_2020,XXX,,,false
10870002,BUNDLES-MYWAY,XXX,,,false
10890001,pl-special-promo,XXX,,,false
10900001,YSL-FR-OFFRES-FIL-ROUGE-NOVEMBRE,XXX,,,false
10910001,CZ_livechat_Patrik,XXX,,,false
10920001,UD_UK_11-20_CUSTOMER_CARE_30-OFF,XXX,,,false
10940001,IT-Promo-Aria-BF-2020,XXX,,,false
10950001,KIE-ES-2_11-15_11-HOMBRE,XXX,,,false
10970001,20% off Christmas Gift Sets,XXX,,,false
10990001,GWP_MASCARA50_20190307,XXX,,,false
11000001,LOY-DE-Catalog Tier 2 (270 pts),XXX,,,false
1513265,Promo_February_20200215,,2020-02-14 23:00:00.000,2020-03-03 23:00:00.000,true
3060001,ARMANI_UK_2020-08-24_2020-09-06_MYWAYGWP,XXX,,,false
3070001,LAC-FR-GWP-MASQUE-REUTILISABLE,XXX,,,false
3070002,2020-AUG-50off-sitewide,XXX,,,false
3080001,YSL_UK_BOGOF_BLUR_PRIMER,XXX,,,false
3110001,IT-BIO-FINAL-RUSH-SALDI-ESTIVI-2020,XXX,,,false
8780001,UD_FR_2020-10-16_2020-12-31_ECENTIME30,XXX,,,false
45060002,UDC_FR_2021_BuyOneGetOneHalfPrice_DOUBLEDOSE,XXX,,,false
7930001,AOX - VICHY 10/2020 5 EUROS 2 NEOVADIOL MR OFFERT NOPAUSENEOVADIOL,XXX,,,false
7940001,IT-Promo-Free-Serum-Genifique,XXX,,,false
23170001,GWP-JAN21,XXX,,,false
23180001,LAST-CHANCE-FRAGRANCE-40%,XXX,,,false
6300001,TEST-kiehls-zamo-shipping-campaign,XXX,,,false
6310001,ITC_FR_20200922_20200929_SOIN20_DISCOUNT20%,XXX,,,false
9700001,ES-3x2,XXX,,,false
9710001,CZ_halloween20,XXX,,,false
36600002,E2_MONTHLY_GWP_HAPPYSKIN_APR21,XXX,,,false
1513371,GWP_NUTRITIVE1_20190220,,2019-02-23 23:00:00.000,2019-03-03 23:00:00.000,true
5770001,SOPOST_LSF_FREESAMPLE,XXX,,,false
9230001,LAC_UK_20102020_21102020_NADINE25,XXX,,,false
61740001,AOX - SANOFLORE - 2021-09 - REINES,XXX,,,false
8330021,BIO_DNR_regalos-oct-2020,,2020-10-07 22:00:00.000,2050-01-01 00:00:00.000,true
46210001,IT-ONLYEAUPURE-2021-25%,XXX,,,false
24940001,IT_FR_SOLDES_JANVIER_DISCOUNT20%_ALLCLIENT,XXX,,,false
48540002,LOY-DE-Birthday Tier 3 & 4,XXX,,,false
8880062,BIO_FR_16102020_17102020_FRIENDS_FAMILY_BESTLOYAL_DISCOUNT30%_OCT2020,,2020-10-15 22:00:00.000,2020-10-17 22:00:00.000,true
28620001,Free_Express_Shipping_VALENTINE_DE_20210213,XXX,,,false
5280001,KIE_FR_20200911-20200913_SOSO20,XXX,,,false
58160001,Expertly Dean Gardner Aesthetics,XXX,,,false
67980001,AOX - SANOFLORE - 2021-09 - MAGNIFICA,XXX,,,false
65060002,AOX - SANO - SHIPPING 45€ -2,XXX,,,false
137060001,MUG-FR-OP-NOEL-2,XXX,,,false
1514898,Discount_BURN_15_20171109,,2000-01-01 00:00:00.000,2050-01-01 00:00:00.000,true
51300001,BNL_CC_RETURN_MAY21,XXX,,,false
1513296,friends-fanatics-feb-2018,,2018-02-16 21:00:00.000,2018-02-20 01:00:00.000,true
58170001,Expertly AestheticBTN,XXX,,,false
7230001,ES-FF20-Octubre-Embajadoras,XXX,,,false
27010001,LAC-FR-OFFRE-LIVESCALE-5GWP,Spend 80€ or more and get 5 GWPs for free.,2021-02-02 23:00:00.000,2021-02-05 23:00:00.000,true
10880001,AOX - LRP - 10/2020 - OFFRE AFFILIATION AFILIZA,XXX,,,false
10930001,ARMANI_UK_03-11-20_NOVSITEWIDE,XXX,,,false
10960001,LAST-CHANCE-TP-40%,XXX,,,false
