user_agent_id,nuser_agent_id,ua_engine,ua_version,ua_version_major,ua_class,ua_class_code,ua_family,ua_family_code,ua_family_vendor,ua_family_vendor_code,crawler_category,crawler_category_code,os_family,os_family_code,os,os_code,os_family_vendor,os_family_vendor_code,device_class,device_class_code,device_market_name,device_brand,device_brand_code
1,652b5b4724d4c591aa9c7998a9d72b23,,,,,unknown,,unknown,,unknown,,unknown,,unknown,,unknown,,unknown,,unknown,,,unknown
101,7352ce012a312707864de18c1de9c15b,WebKit/Blink,63.0.3239.111,63,Mobile browser,mobile_browser,Chrome Mobile,chrome_mobile,Google Inc.,google_inc,,unknown,Android,android,Android 7.0 Nougat,android_7_0,Google  Inc.,google_inc,Tablet,tablet,Galaxy S8,Samsung,samsung
102,d39ac0c3762375729b0970606a92989c,,10.1.2,10,Unrecognized,unrecognized,Google Rich Snippets Testing Tool,google_rich_snippets_testing_tool,Google Inc.,google_inc,,unknown,OS X,osx,OS X 10.10 Yosemite,osx_10_10,Apple Computer  Inc.,apple_inc,Unrecognized,unrecognized,Mac,Apple,apple
201,36487ef457841884d1b78e87a4851e3f,WebKit,10.0,10,Mobile browser,mobile_browser,Safari mobile,safari_mobile,Apple Inc.,apple_inc,,unknown,iOS,ios,iOS 10,ios_10,Apple Inc.,apple_inc,Smartphone,smartphone,iPhone,Apple,apple
301,a11d3e43782b5ada2e36b7cce040517d,WebKit/Blink,6.2,6,Mobile browser,mobile_browser,Mobile Samsung Browser,mobile_samsung_browser,SAMSUNG,samsung,,unknown,Android,android,Android 7.0 Nougat,android_7_0,Google  Inc.,google_inc,Tablet,tablet,Galaxy S7,Samsung,samsung
103,38f6eef36148b2089ae1a05864578a6a,WebKit/Blink,63.0.3239.84,63,Browser,browser,Chrome,chrome,Google Inc.,google_inc,,unknown,Windows,windows,Windows 10,windows_10,Microsoft Corporation.,microsoft_corporation,Desktop,desktop,,,unknown
104,b85f033a711279b8ea2f5c5034ce0610,WebKit,11.0,11,Mobile browser,mobile_browser,Safari mobile,safari_mobile,Apple Inc.,apple_inc,,unknown,iOS,ios,iOS 11,ios_11,Apple Inc.,apple_inc,Smartphone,smartphone,iPhone,Apple,apple
105,54e614cc4bc1e01d4c7265ac02b1a256,WebKit/Blink,63.0.3239.111,63,Mobile browser,mobile_browser,Chrome Mobile,chrome_mobile,Google Inc.,google_inc,,unknown,Android,android,Android 7.0 Nougat,android_7_0,Google  Inc.,google_inc,Smart TV,smart_tv,G5,LG,lg
202,0321211c14f55caf75c393281ad4ad33,Gecko,57.0,57,Browser,browser,Firefox,firefox,Mozilla Foundation,mozilla_foundation,,unknown,Windows,windows,Windows 10,windows_10,Microsoft Corporation.,microsoft_corporation,Desktop,desktop,,,unknown
203,1b1796bf68835bec8bdb903d004ff491,WebKit/Blink,6.2,6,Mobile browser,mobile_browser,Mobile Samsung Browser,mobile_samsung_browser,SAMSUNG,samsung,,unknown,Android,android,Android 7.0 Nougat,android_7_0,Google  Inc.,google_inc,Tablet,tablet,,,unknown
106,b7c46fdd7386c9e2faf854ca080661e6,WebKit/Blink,63.0.3239.111,63,Mobile browser,mobile_browser,Chrome Mobile,chrome_mobile,Google Inc.,google_inc,,unknown,Android,android,Android 6.0 Marshmallow,android_6,Google  Inc.,google_inc,Smart TV,smart_tv,X00DD,Asus,asus
107,8b9d3a9ab3331e7c752ab87aa05b754a,WebKit/Blink,63.0.3239.111,63,Mobile browser,mobile_browser,Chrome Mobile,chrome_mobile,Google Inc.,google_inc,,unknown,Android,android,Android 7.1 Nougat,android_7_1,Google  Inc.,google_inc,Tablet,tablet,Nexus 9,HTC,htc
108,96d07cab9991c49385347f81577542eb,WebKit,11.0,11,Mobile browser,mobile_browser,Safari mobile,safari_mobile,Apple Inc.,apple_inc,,unknown,iOS,ios,iOS 11,ios_11,Apple Inc.,apple_inc,Tablet,tablet,iPad,Apple,apple
204,3216df00ba10ee5ef0de8e7a50c841f2,Gecko,52.0,52,Browser,browser,Firefox,firefox,Mozilla Foundation,mozilla_foundation,,unknown,Windows,windows,Windows XP,windows_xp,Microsoft Corporation.,microsoft_corporation,Desktop,desktop,,,unknown
205,f09bdbf98aca3e212ee3e734a2a16b5b,WebKit/Blink,63.0.3239.84,63,Browser,browser,Chrome,chrome,Google Inc.,google_inc,,unknown,Windows,windows,Windows 7,windows_7,Microsoft Corporation.,microsoft_corporation,Desktop,desktop,,,unknown
109,e8cd2d0df2065f7266bd52099ff94603,,11.0.2,11,Unrecognized,unrecognized,Google Rich Snippets Testing Tool,google_rich_snippets_testing_tool,Google Inc.,google_inc,,unknown,macOS,macos,macOS 10.13 High Sierra,macos_10_13,Apple Computer  Inc.,apple_inc,Unrecognized,unrecognized,Mac,Apple,apple
110,0b61bc1a0db96a755062e575c43fd21a,WebKit/Blink,63.0.3239.111,63,Mobile browser,mobile_browser,Chrome Mobile,chrome_mobile,Google Inc.,google_inc,,unknown,Android,android,Android 7.0 Nougat,android_7_0,Google  Inc.,google_inc,Smart TV,smart_tv,P10,Huawei,huawei
111,f9b5a2b4f0d02bf4811fc2593ce35587,,11.0.2,11,Unrecognized,unrecognized,Google Rich Snippets Testing Tool,google_rich_snippets_testing_tool,Google Inc.,google_inc,,unknown,macOS,macos,macOS 10.12 Sierra,macos_10_12,Apple Computer  Inc.,apple_inc,Unrecognized,unrecognized,Mac,Apple,apple
112,06dbfd1776eff3092586edef7e618061,,,,Unrecognized,unrecognized,,unknown,,unknown,,unknown,,unknown,,unknown,,unknown,,unknown,,,unknown
401,4fcdbeba0c8b94a801c9c5fbdca40f89,WebKit,10.0,10,Mobile browser,mobile_browser,Safari mobile,safari_mobile,Apple Inc.,apple_inc,,unknown,iOS,ios,iOS 10,ios_10,Apple Inc.,apple_inc,Tablet,tablet,iPad,Apple,apple
402,46f8eb7ea9232d9eeb275c23c7b81f51,EdgeHTML,16.16299,16,Browser,browser,Microsoft Edge,microsoft_edge,Microsoft Corporation.,microsoft_corporation,,unknown,Windows,windows,Windows 10,windows_10,Microsoft Corporation.,microsoft_corporation,Desktop,desktop,,,unknown
501,54537c732f67df3022ea1afebe278bc0,WebKit/Blink,63.0.3239.84,63,Browser,browser,Chrome,chrome,Google Inc.,google_inc,,unknown,macOS,macos,macOS 10.12 Sierra,macos_10_12,Apple Computer  Inc.,apple_inc,Desktop,desktop,Mac,Apple,apple
502,8d0d58d181fc65b27c207b02a3c79bcd,WebKit/Blink,63.0.3239.111,63,Mobile browser,mobile_browser,Chrome Mobile,chrome_mobile,Google Inc.,google_inc,,unknown,Android,android,Android 7.1 Nougat,android_7_1,Google  Inc.,google_inc,Wearable computer,wearable_computer,Galaxy Tab A 9.7,Samsung,samsung
503,18c78ab6174fa7cc77f2a2b0150d2954,WebKit/Blink,63.0.3239.111,63,Mobile browser,mobile_browser,Chrome Mobile,chrome_mobile,Google Inc.,google_inc,,unknown,Android,android,Android 5.0 lollipop,android_5_0,Google  Inc.,google_inc,Smart TV,smart_tv,Galaxy S4,Samsung,samsung
403,54beb17ed475b31671763936a94e68cd,Trident,11.0,11,Browser,browser,IE,ie,Microsoft Corporation.,microsoft_corporation,,unknown,Windows,windows,Windows 7,windows_7,Microsoft Corporation.,microsoft_corporation,Desktop,desktop,,,unknown
601,6f5badf32a6cc2c4cba28f41ce1aecf4,WebKit/Blink,63.0.3239.84,63,Browser,browser,Chrome,chrome,Google Inc.,google_inc,,unknown,Windows,windows,Windows 8.1,windows_8_1,Microsoft Corporation.,microsoft_corporation,Desktop,desktop,,,unknown
701,b572da791bc40ddb4125b614378597f7,Gecko,43.0,43,Browser,browser,Firefox,firefox,Mozilla Foundation,mozilla_foundation,,unknown,Windows,windows,Windows 7,windows_7,Microsoft Corporation.,microsoft_corporation,Desktop,desktop,,,unknown
702,640d558ee79d674b0ba9245855a2398e,WebKit/Blink,63.0.3239.84,63,Browser,browser,Chrome,chrome,Google Inc.,google_inc,,unknown,macOS,macos,macOS 10.13 High Sierra,macos_10_13,Apple Computer  Inc.,apple_inc,Desktop,desktop,Mac,Apple,apple
703,fd29792ca522328a5a5d554c18d5fff7,WebKit/Blink,62.0.3202.97,62,Browser,browser,Chrome,chrome,Google Inc.,google_inc,,unknown,Chrome OS,chrome_os,Chrome OS,chrome_os,Google Inc.,google_inc,Desktop,desktop,,,unknown
56602,2f24fa7d05b7af3d647fcb8294297aa3,,,,Unrecognized,unrecognized,,unknown,,unknown,,unknown,iOS,ios,iOS 9,ios_9,Apple Inc.,apple_inc,Tablet,tablet,iPad,Apple,apple
704,7df4834ec6430155eb2d3f26d54b33b0,WebKit/Blink,63.0.3239.111,63,Mobile browser,mobile_browser,Chrome Mobile,chrome_mobile,Google Inc.,google_inc,,unknown,Android,android,Android 6.0 Marshmallow,android_6,Google  Inc.,google_inc,Tablet,tablet,Galaxy Note 4,Samsung,samsung
705,a75fd6422bdb58b6c02b1c0c72868591,WebKit/Blink,63.0.3239.111,63,Mobile browser,mobile_browser,Chrome Mobile,chrome_mobile,Google Inc.,google_inc,,unknown,Android,android,Android 7.0 Nougat,android_7_0,Google  Inc.,google_inc,Smart TV,smart_tv,,,unknown
706,4a01e2126e8b3ce09f6a8f660c900f2c,Trident,11.0,11,Browser,browser,IE,ie,Microsoft Corporation.,microsoft_corporation,,unknown,Windows,windows,Windows 8.1,windows_8_1,Microsoft Corporation.,microsoft_corporation,Desktop,desktop,,,unknown
707,8e80a534296b160eedfdfc2b85f0ade3,WebKit/Blink,62.0.3202.94,62,Browser,browser,Chrome,chrome,Google Inc.,google_inc,,unknown,OS X,osx,OS X 10.10 Yosemite,osx_10_10,Apple Computer  Inc.,apple_inc,Desktop,desktop,Mac,Apple,apple
708,76658f39eed408827192ca7a6c19573c,WebKit/Blink,63.0.3239.111,63,Mobile browser,mobile_browser,Chrome Mobile,chrome_mobile,Google Inc.,google_inc,,unknown,Android,android,Android 4.3 Jelly Bean,android_4_3,Google  Inc.,google_inc,Tablet,tablet,Galaxy Note 3 Neo,Samsung,samsung
709,f75f1e1d76b05297d6128b8b9ea183ba,Gecko,57.0,57,Browser,browser,Firefox,firefox,Mozilla Foundation,mozilla_foundation,,unknown,OS X,osx,OS X 10.10 Yosemite,osx_10_10,Apple Computer  Inc.,apple_inc,Desktop,desktop,Mac,Apple,apple
710,c46d14abedbc032a07407b2de61ac9e4,WebKit/Blink,63.0.3239.111,63,Mobile browser,mobile_browser,Chrome Mobile,chrome_mobile,Google Inc.,google_inc,,unknown,Android,android,Android 5.0 lollipop,android_5_0,Google  Inc.,google_inc,Tablet,tablet,Galaxy S5,Samsung,samsung
711,f64c6827bff276d700878e0bd7924305,WebKit,4.0,4,Mobile browser,mobile_browser,Android browser,android_browser,Google Inc.,google_inc,,unknown,Android,android,Android 7.0 Nougat,android_7_0,Google  Inc.,google_inc,Smart TV,smart_tv,,,unknown
712,25d9df5961f77354eebfbe707d0deec7,WebKit/Blink,38.0.2125.102,38,Mobile browser,mobile_browser,Chrome Mobile,chrome_mobile,Google Inc.,google_inc,,unknown,Android,android,Android 5.1 lollipop,android_5_1,Google  Inc.,google_inc,Smart TV,smart_tv,X7,Vivo,vivo
713,6f39f2d268e92036ebe65f2d7e346cad,Gecko,57.0,57,Browser,browser,Firefox,firefox,Mozilla Foundation,mozilla_foundation,,unknown,OS X,osx,OS X 10.11 El Capitan,osx_10_11,Apple Computer  Inc.,apple_inc,Desktop,desktop,Mac,Apple,apple
714,e18052b15067098a47630c9c647934fb,WebKit,7.9,7,Mobile browser,mobile_browser,Mobile QQbrowser,qqbrowser_mobile,Tencent Ltd.,tencent_ltd,,unknown,Android,android,Android 6.0 Marshmallow,android_6,Google  Inc.,google_inc,Smart TV,smart_tv,,,unknown
715,140dc6b0a64b3860159f7e3a94373a12,WebKit,,,Mobile browser,mobile_browser,Facebook App,facebook_app,Facebook  Inc.,facebook,,unknown,iOS,ios,iOS 11,ios_11,Apple Inc.,apple_inc,Smartphone,smartphone,iPhone,Apple,apple
716,c8c64227a032eb8bff39ab0dfa3acd82,WebKit,4.0,4,Mobile browser,mobile_browser,Android browser,android_browser,Google Inc.,google_inc,,unknown,Android,android,Android 6.0 Marshmallow,android_6,Google  Inc.,google_inc,Smart TV,smart_tv,P9,Huawei,huawei
717,2c1d34424d3a2a1c5fc5ce8e7145f998,WebKit/Blink,63.0.3239.107,63,Mobile browser,mobile_browser,Chrome Mobile,chrome_mobile,Google Inc.,google_inc,,unknown,Android,android,Android 6.0 Marshmallow,android_6,Google  Inc.,google_inc,Smart TV,smart_tv,L675,Hisense,hisense
718,8b717c26cf730ef03adb885d7c4d3493,Blink,6.2.3964.2,6,Browser,browser,UC Browser,uc_browser,UCWeb Inc.,ucweb_inc,,unknown,Windows,windows,Windows 8.1,windows_8_1,Microsoft Corporation.,microsoft_corporation,Desktop,desktop,,,unknown
719,2ef01868c71b18c534b5a1bb7a455fb1,Gecko,57.0,57,Browser,browser,Firefox,firefox,Mozilla Foundation,mozilla_foundation,,unknown,macOS,macos,macOS 10.12 Sierra,macos_10_12,Apple Computer  Inc.,apple_inc,Desktop,desktop,Mac,Apple,apple
720,3ce2983e0de78d3f69108813901309dd,WebKit/Blink,6.2,6,Mobile browser,mobile_browser,Mobile Samsung Browser,mobile_samsung_browser,SAMSUNG,samsung,,unknown,Android,android,Android 6.0 Marshmallow,android_6,Google  Inc.,google_inc,Tablet,tablet,Galaxy S5,Samsung,samsung
721,4fe4015dc03d3e6c2c8a545d193d747b,WebKit/Blink,63.0.3239.111,63,Mobile browser,mobile_browser,Chrome Mobile,chrome_mobile,Google Inc.,google_inc,,unknown,Android,android,Android 7.1 Nougat,android_7_1,Google  Inc.,google_inc,Smartphone,smartphone,5T,OnePlus,oneplus
722,a6a207b93298d37b893bd8f009a35f14,Webkit/Trident,2.X,2,Browser,browser,Sogou Explorer,sogou_explorer,Sohu.com  Inc.,sohu-com_inc,,unknown,Windows,windows,Windows 7,windows_7,Microsoft Corporation.,microsoft_corporation,Desktop,desktop,,,unknown
723,11ec2ac6e0c7363e8735ca86934fac88,WebKit/Blink,63.0.3239.111,63,Mobile browser,mobile_browser,Chrome Mobile,chrome_mobile,Google Inc.,google_inc,,unknown,Android,android,Android 7.0 Nougat,android_7_0,Google  Inc.,google_inc,Smart TV,smart_tv,Xperia XA,Sony,sony
179401,4920374a4644696373869832724392e1,WebKit/Blink,8.2,8,Mobile browser,mobile_browser,Mobile Samsung Browser,mobile_samsung_browser,SAMSUNG,samsung,,unknown,Android,android,Android 9.0 Pie,android_9,Google  Inc.,google_inc,Smartphone,smartphone,6T,OnePlus,oneplus
179501,45875ca3c97e1c8795d095c7ab4bb3a9,WebKit,65.0.3325.230,65,Mobile browser,mobile_browser,Ecosia Browser,ecosia,Ecosia GmbH,ecosia_gmbh ,,unknown,Android,android,Android 8.1 Oreo,android_8_1,Google  Inc.,google_inc,Smartphone,smartphone,ZenFone Max Plus,Asus,asus
179701,e28abd80f45a94df95c138945b0cb695,Presto/WebKit,50.3.2426.136976,50,Mobile browser,mobile_browser,Opera Mobile,opera_mobile,Opera Software ASA.,opera_software_asa,,unknown,Android,android,Android 9.0 Pie,android_9,Google  Inc.,google_inc,Smartphone,smartphone,Nova 3,Huawei,huawei
179801,756ef7602579d720d0f426e5c9d2160f,EdgeHTML//Webkit/Bli,42.0.92.3350,42,Mobile browser,mobile_browser,Microsoft Edge mobile,microsoft_edge_mobile,Microsoft Corporation.,microsoft_corporation,,unknown,Android,android,Android 9.0 Pie,android_9,Google  Inc.,google_inc,Smartphone,smartphone,Xperia XZ2 Compact,Sony,sony
180001,f67a1a87aa92d10f5bdbeebfb168e181,WebKit/Blink,,,Mobile browser,mobile_browser,Android webview,android_webview,Google Inc.,google_inc,,unknown,Android,android,Android 8.1 Oreo,android_8_1,Google  Inc.,google_inc,Smartphone,smartphone,A20 Pro,Blackview,blackview
180101,c832b98d2f5639bb50614bb4a172ce6e,WebKit/Blink,,,Mobile browser,mobile_browser,Android webview,android_webview,Google Inc.,google_inc,,unknown,Android,android,Android 7.1 Nougat,android_7_1,Google  Inc.,google_inc,Tablet,tablet,TAB4 8,Lenovo,lenovo
180201,7a6f3fe114c24b678ecd04fbc0aba7eb,WebKit,19.1.1.907,19,Browser,browser,Yandex.Browser,yandex-browser,Yandex ,yandex,,unknown,macOS,macos,macOS 10.14 Mojave,macos_10_14,Apple Inc.,apple_inc,Desktop,desktop,Mac,Apple,apple
180401,5715d873d6d0b49a796b2a7689cb4900,WebKit/Blink,71.0.3578.99,71,Mobile browser,mobile_browser,Chrome Mobile,chrome_mobile,Google Inc.,google_inc,,unknown,Android,android,Android 7.1 Nougat,android_7_1,Google  Inc.,google_inc,Smartphone,smartphone,F17 Pro,Hisense,hisense
113,790b6537780886b09aa0a3b719f4f302,WebKit/Blink,61.0.3163.98,61,Mobile browser,mobile_browser,Chrome Mobile,chrome_mobile,Google Inc.,google_inc,,unknown,Android,android,Android 4.4 KitKat,android_4_4,Google  Inc.,google_inc,Tablet,tablet,A5000,Lenovo,lenovo
114,6cbbee505475aec6d5371f25741d1bc3,,9.0.2,9,Unrecognized,unrecognized,Google Rich Snippets Testing Tool,google_rich_snippets_testing_tool,Google Inc.,google_inc,,unknown,OS X,osx,OS X 10.11 El Capitan,osx_10_11,Apple Computer  Inc.,apple_inc,Unrecognized,unrecognized,Mac,Apple,apple
115,deeb05005a4ea33cbb8a11a11d25e57f,WebKit/Blink,6.2,6,Mobile browser,mobile_browser,Mobile Samsung Browser,mobile_samsung_browser,SAMSUNG,samsung,,unknown,Android,android,Android 5.1 lollipop,android_5_1,Google  Inc.,google_inc,Tablet,tablet,Galaxy J3 (2016),Samsung,samsung
116,25b8cab6be39bb68b1c2b1f263f24d39,WebKit,41.0.178428663,41,Mobile browser,mobile_browser,Google App,google_app,Google  Inc.,google_inc,,unknown,iOS,ios,iOS 11,ios_11,Apple Inc.,apple_inc,Smartphone,smartphone,iPhone,Apple,apple
117,495b6f5c18fe3e203791190814ecda74,Gecko,33.0,33,Browser,browser,Firefox,firefox,Mozilla Foundation,mozilla_foundation,,unknown,Windows,windows,Windows 8.1,windows_8_1,Microsoft Corporation.,microsoft_corporation,Desktop,desktop,,,unknown
118,4248f250e65052422eab70011baa7acd,WebKit/Blink,58.0.3029.83,58,Mobile browser,mobile_browser,Chrome Mobile,chrome_mobile,Google Inc.,google_inc,,unknown,Android,android,Android 7.0 Nougat,android_7_0,Google  Inc.,google_inc,Wearable computer,wearable_computer,Galaxy Tab A 10.1,Samsung,samsung
119,a7fa272520528394412811282f0ca534,WebKit,9.0,9,Mobile browser,mobile_browser,Safari mobile,safari_mobile,Apple Inc.,apple_inc,,unknown,iOS,ios,iOS 9,ios_9,Apple Inc.,apple_inc,Tablet,tablet,iPad,Apple,apple
