site_id,request_date,main_controller_name,controller_name,total_requests,total_response_time_ms,cache_hit_requests,error_requests,avg_response_time_ms,total_requests_main,percent_of_main_requests
111,2018-10-28,Product-GetAvailability,Newsletter-Subscribe,4,0,1,0,0.0,8,0.5
111,2018-10-28,Product-ProductPagination,CustomerService-LeftNav,1,23,0,0,23.0,1,1.0
111,2018-10-28,Stores-FindByWhere2GetIt,Cart-MiniCart,1,46,0,0,46.0,1,1.0
111,2018-10-28,Wishlist-AddFavorite,Newsletter-Subscribe,3,1,1,0,0.3333333333333333,3,1.0
111,2018-10-28,Wishlist-Favorites,Cart-MiniCart,8,329,0,0,41.125,15,0.5333333333333333
111,2018-10-28,Wishlist-Favorites,Home-IncludeHeaderCustomerInfoSignedOut,7,0,1,0,0.0,15,0.4666666666666667
111,2018-10-28,Wishlist-RemoveFavorite,Cart-MiniCart,10,479,0,0,47.9,91,0.10989010989010989
111,2018-10-28,Wishlist-RemoveFavorite,Newsletter-Subscribe,1,52,0,0,52.0,91,0.01098901098901099
111,2018-10-28,Wishlist-RemoveFavorite,Page-Include,80,570,0,0,7.125,91,0.8791208791208791
111,2018-10-28,Wishlist-SetShippingAddress,Home-IncludeHeader,1,0,1,0,0.0,1,1.0
111,2018-10-28,Wishlist-Show,Home-IncludeHeaderCustomerInfoSignedOut,1,15,0,0,15.0,1,1.0
111,2018-10-30,Account-StartRegister,Home-IncludeHeaderMenu,8,0,1,0,0.0,8,1.0
111,2018-10-30,Address-List,__SYSTEM__Slot-Request,1,7,0,0,7.0,1,1.0
111,2018-10-30,AutoReplenishment-CancelAROrder,Home-IncludeHeaderCustomerInfo,9,136,0,0,15.11111111111111,9,1.0
111,2018-10-30,AutoReplenishment-Manage,Home-IncludeHeaderCustomerInfo,1,10,0,0,10.0,1,1.0
111,2018-10-30,Cart-Show,DataLayer-GetCustomerInformationInclude,3839,53451,0,0,13.923157072154206,3839,1.0
111,2018-10-30,Compare-Show,Home-IncludeHeader,1,0,1,0,0.0,1,1.0
111,2018-10-30,DemandwareRnR-WriteCustomerReply,__SYSTEM__Slot-Request,1,13,0,0,13.0,1,1.0
111,2018-10-30,Loyalty-Invite,Resources-Load,3,797,0,0,265.6666666666667,3,1.0
111,2018-10-30,Order-History,DataLayer-GetCustomerInformationInclude,4,32,0,0,8.0,12,0.3333333333333333
111,2018-10-30,Order-History,Utils-CSRFInputField,8,44,0,0,5.5,12,0.6666666666666666
111,2018-10-30,Product-Detail,Home-IncludeHeaderMenu,1,142,0,0,142.0,1,1.0
111,2018-10-30,Quiz-SaveResultsAjax,Resources-Load,2,2,1,0,1.0,2,1.0
111,2018-10-30,Wishlist-AddFavorite,DataLayer-GetCustomerInformationInclude,3,23,0,0,7.666666666666667,3,1.0
111,2018-11-21,Account-PasswordResetDialog,Home-UpdatePageContext,1,8,0,0,8.0,1,1.0
111,2018-11-21,COCheckout-Show,__SYSTEM__Slot-Render,7,156,0,0,22.285714285714285,1432,0.004888268156424581
111,2018-11-21,COCheckout-Show,__SYSTEM__Slot-Request,1425,251,1,0,0.17614035087719299,1432,0.9951117318435754
111,2018-11-21,Cart-Show,__SYSTEM__Slot-Render,8,352,0,0,44.0,8,1.0
111,2018-11-30,Account-StartRegister,Home-IncludeHeaderMenu,8,1,1,0,0.125,17,0.47058823529411764
111,2018-11-30,Account-StartRegister,Home-UpdatePageContext,9,83,0,0,9.222222222222221,17,0.5294117647058824
111,2018-11-30,Address-List,Newsletter-Subscribe,1,0,1,0,0.0,2,0.5
111,2018-11-30,Address-List,__SYSTEM__Slot-Request,1,0,1,0,0.0,2,0.5
111,2018-11-30,AutoReplenishment-CancelAROrder,Newsletter-Subscribe,3,1,1,0,0.3333333333333333,3,1.0
111,2018-11-30,AutoReplenishment-SaveOrderChanges,Home-UpdatePageContext,2,15,0,0,7.5,2,1.0
111,2018-11-30,AutoReplenishment-UpdateDeliveryInterval,Home-IncludeHeaderMenu,1,0,1,0,0.0,1,1.0
111,2018-11-30,COCheckout-Show,Resources-Load,1,1,1,0,1.0,1,1.0
111,2018-11-30,CustomerService-Show,CustomerService-LeftNav,1,8,0,0,8.0,8,0.125
111,2018-11-30,CustomerService-Show,Home-UpdatePageContext,7,56,0,0,8.0,8,0.875
111,2018-11-30,Loyalty-Invite,Resources-Load,5,5,1,0,1.0,5,1.0
111,2018-11-30,MarketingOptOut-SubmitIdentifier,Page-Include,3,40,0,0,13.333333333333334,3,1.0
111,2018-11-30,Product-GetAvailability,CustomerService-LeftNav,2,0,1,0,0.0,2,1.0
111,2018-11-30,Stores-FindByWhere2GetIt,Home-UpdatePageContext,5,40,0,0,8.0,5,1.0
111,2018-12-28,Product-GetSetItem,CustomerService-LeftNav,1,27,0,0,27.0,1,1.0
111,2018-12-28,Wishlist-Show,Page-Include,1,71,0,0,71.0,1,1.0
111,2019-01-06,AutoReplenishment-UpdateDeliveryInterval,__SYSTEM__Slot-Request,1,0,1,0,0.0,1,1.0
111,2019-01-06,COCheckout-Show,Home-UpdatePageContext,773,12245,0,0,15.840879689521346,773,1.0
111,2019-01-06,GiftCert-Edit,Resources-Load,1,214,0,0,214.0,1,1.0
111,2019-01-06,Product-ProductPagination,__SYSTEM__Slot-Request,3,28,0,0,9.333333333333334,3,1.0
111,2019-01-11,Cart-Show,Page-Include,6218,62563,0,0,10.061595368285623,6218,1.0
111,2019-01-11,CustomerService-Show,Page-Include,6,4,1,0,0.6666666666666666,6,1.0
111,2019-01-11,Product-Detail,CustomerService-LeftNav,1,25,0,0,25.0,1,1.0
111,2019-01-11,Product-GetAvailability,Home-UpdatePageContext,1,10,0,0,10.0,1,1.0
111,2019-01-11,Product-GetSetItem,DataLayer-GetCustomerInformationInclude,1,7,0,0,7.0,2,0.5
111,2019-01-11,Product-GetSetItem,Home-UpdatePageContext,1,11,0,0,11.0,2,0.5
111,2019-01-11,Product-ProductPagination,Home-IncludeHeaderCustomerInfoSignedOut,2,0,1,0,0.0,2,1.0
111,2019-01-11,Quiz-SaveResultsAjax,__SYSTEM__Slot-Request,1,0,1,0,0.0,1,1.0
111,2019-01-11,Wishlist-RemoveFavorite,DataLayer-GetCustomerInformationInclude,1,9,0,0,9.0,1,1.0
111,2019-01-11,Wishlist-Show,Home-UpdatePageContext,2,19,0,0,9.5,2,1.0
111,2019-01-13,AutoReplenishment-UpdateDeliveryInterval,Newsletter-Subscribe,3,0,1,0,0.0,3,1.0
111,2019-01-13,COShipping-UpdateAddressDetails,Resources-Load,3,3,1,0,1.0,3,1.0
111,2019-01-13,Cart-Show,Resources-Load,3,736,0,0,245.33333333333334,3,1.0
111,2019-01-13,GiftCert-Purchase,Resources-Load,11,15,1,0,1.3636363636363635,11,1.0
111,2019-01-13,Product-GetAvailability,Home-UpdatePageContext,6,66,0,0,11.0,6,1.0
111,2019-01-13,Stores-Show,CustomerService-LeftNav,15,3,1,0,0.2,33,0.45454545454545453
111,2019-01-13,Stores-Show,Newsletter-Subscribe,18,3,1,0,0.16666666666666666,33,0.5454545454545454
111,2019-01-15,Address-Delete,Page-Include,2,2,1,0,1.0,2,1.0
111,2019-01-15,Cart-Show,ReportingEvent-Start,5404,39158,0,0,7.246113989637306,5404,1.0
111,2019-01-15,MarketingOptOut-Show,Resources-Load,3,813,0,0,271.0,3,1.0
111,2019-01-15,Wishlist-Show,Home-IncludeHeaderCustomerInfoSignedOut,1,14,0,0,14.0,1,1.0
111,2019-01-17,Product-GetSetItem,Page-Include,5,3,1,0,0.6,5,1.0
111,2019-01-17,Stores-Show,Home-IncludeHeader,1,180,0,0,180.0,1,1.0
111,2019-01-17,Wishlist-Show,Home-IncludeHeaderCustomerInfoSignedOut,1,0,1,0,0.0,2,0.5
111,2019-01-17,Wishlist-Show,__SYSTEM__Slot-Request,1,0,1,0,0.0,2,0.5
111,2019-01-18,Wishlist-RemoveFavorite,__SYSTEM__Slot-Request,1,12,0,0,12.0,1,1.0
111,2019-01-18,Wishlist-SetShippingAddress,Page-Include,1,1,1,0,1.0,1,1.0
111,2019-01-22,Login-UtilityLogin,Resources-Load,35,44,1,0,1.2571428571428571,35,1.0
111,2019-01-27,COCheckout-Show,Page-Include,13269,3462,1,0,0.26090888537191953,13269,1.0
112,2018-10-16,ABTestEvent-StartCheckout,COCustomer-Start,42,2227,0,0,53.023809523809526,42,1.0
112,2018-10-16,Account-SetNewPasswordConfirm,Utils-CSRFInputField,4,77,0,0,19.25,4,1.0
112,2018-10-16,AccountCustom-Preferences,Home-IncludeHeader,3,1,1,0,0.3333333333333333,3,1.0
112,2018-10-16,Address-Edit,Home-IncludeWelcomeMessage,1,1,1,0,1.0,1,1.0
112,2018-10-16,AutoReplenishment-CancelAROrder,Newsletter-Subscribe,1,1,1,0,1.0,3,0.3333333333333333
112,2018-10-16,AutoReplenishment-CancelAROrder,Page-Tile,1,26,0,0,26.0,3,0.3333333333333333
112,2018-10-16,AutoReplenishment-CancelAROrder,__SYSTEM__Slot-Render,1,1,1,0,1.0,3,0.3333333333333333
112,2018-10-16,COCheckout-Submit,LiveChat-Tracking,114,3801,0,0,33.3421052631579,228,0.5
112,2018-10-16,COCheckout-Submit,__SYSTEM__Slot-Request,114,1499,1,0,13.149122807017545,228,0.5
112,2018-10-16,CSSUtil-AgentInfoInHeader,Compare-Show,1,4,0,0,4.0,12,0.08333333333333333
112,2018-10-16,CSSUtil-AgentInfoInHeader,CustomerService-Show,11,112,0,0,10.181818181818182,12,0.9166666666666666
112,2018-10-16,Cart-CheckoutCart,ABTestEvent-StartCheckout,70,5669,0,0,80.98571428571428,161,0.43478260869565216
112,2018-10-16,Cart-CheckoutCart,Page-GetLibraryDirFiles,91,162,1,0,1.7802197802197801,161,0.5652173913043478
112,2018-10-16,Cart-MiniCart,Home-IncludeHeader,4,289,0,0,72.25,125,0.032
112,2018-10-16,Cart-MiniCart,Search-Show,121,263809,0,0,2180.2396694214876,125,0.968
112,2018-10-16,Cart-Show,Product-GetTile,142,634,1,0,4.464788732394366,142,1.0
112,2018-10-16,CustomGift-Show,Cart-MiniCart,3,131,0,0,43.666666666666664,3,1.0
112,2018-10-16,CustomerService-FAQ,CSSUtil-AgentInfoInHeader,4,42,0,0,10.5,4,1.0
112,2018-10-16,CustomerService-Show,Home-IncludeHeaderMenu,51,31,1,0,0.6078431372549019,51,1.0
112,2018-10-16,Gigya-LoginSuccess,Page-GetLibraryDirFiles,3,0,1,0,0.0,3,1.0
112,2018-10-16,Gigya-Register,Page-Tile,1,18,0,0,18.0,8,0.125
112,2018-10-16,Gigya-Register,__SYSTEM__Slot-Request,7,32,1,0,4.571428571428571,8,0.875
112,2018-10-16,Home-IncludeCountrySelector,Cart-CheckoutCart,20,930,0,0,46.5,118,0.1694915254237288
112,2018-10-16,Home-IncludeCountrySelector,CustomGift-Show,2,71,0,0,35.5,118,0.01694915254237288
112,2018-10-16,Home-IncludeCountrySelector,Page-Show,96,26485,0,0,275.8854166666667,118,0.8135593220338984
112,2018-10-16,Home-IncludeHeader,Order-History,15,13,1,0,0.8666666666666667,15,1.0
112,2018-10-16,Home-IncludeHeaderCustomerInfo,Stores-Show,43,1372,0,0,31.906976744186046,43,1.0
112,2018-10-16,Home-IncludeHeaderCustomerInfoSignedOut,Stores-FindByWhere2GetIt,1,0,1,0,0.0,1,1.0
112,2018-10-16,Home-Show,Home-IncludeHeaderCustomerInfoSignedOut,3,56,0,0,18.666666666666668,3,1.0
112,2018-10-16,Home-UpdatePageContext,DemandwareRnR-WriteCustomerReply,1,8,0,0,8.0,1,1.0
112,2018-10-16,KiehlsNavigation-ShowFooterNewsletterForm,Order-History,15,381,0,0,25.4,15,1.0
112,2018-10-16,Link-Product,Home-IncludeHeaderMenu,1,0,1,0,0.0,2,0.5
112,2018-10-16,Link-Product,LiveChat-Tracking,1,9,0,0,9.0,2,0.5
112,2018-10-16,LiveChat-Tracking,Compare-Show,1,4,0,0,4.0,1,1.0
112,2018-10-16,MySamples-Show,Product-GetTile,3,3,1,0,1.0,3,1.0
112,2018-10-16,Page-GetLibraryDirFiles,SendToFriend-Start,1,0,1,0,0.0,1,1.0
112,2018-10-16,Page-Show,CSSUtil-AgentInfoInHeader,192,22752,0,0,118.5,576,0.3333333333333333
112,2018-10-16,Page-Show,Home-IncludeHeaderCustomerInfo,192,52380,0,0,272.8125,576,0.3333333333333333
112,2018-10-16,Page-Show,Utils-CSRFInputField,192,56742,0,0,295.53125,576,0.3333333333333333
112,2018-10-16,Page-Tile,COCustomer-Start,43,918,0,0,21.348837209302324,56,0.7678571428571429
112,2018-10-16,Page-Tile,Compare-Show,1,12,0,0,12.0,56,0.017857142857142856
112,2018-10-16,Page-Tile,CustomerService-Show,11,62,1,0,5.636363636363637,56,0.19642857142857142
112,2018-10-16,Page-Tile,Login-UtilityLoginAjax,1,26,0,0,26.0,56,0.017857142857142856
112,2018-10-16,Product-GetBonusProducts,CSSUtil-AgentInfoInHeader,2,23,0,0,11.5,4,0.5
112,2018-10-16,Product-GetBonusProducts,Cart-MiniCart,2,57,0,0,28.5,4,0.5
112,2018-10-16,Product-GetTile,COCheckout-Submit,1,30,0,0,30.0,1,1.0
112,2018-10-16,Product-ShowInCategory,Page-GetLibraryDirFiles,105,82,1,0,0.780952380952381,105,1.0
112,2018-10-16,Product-Variation,__SYSTEM__Slot-Request,46,29845,1,0,648.804347826087,46,1.0
112,2018-10-16,ProductContent-GetContent,Product-Variation,84,15474,0,0,184.21428571428572,84,1.0
112,2018-10-16,Quiz-Show,Home-UpdatePageContext,110,2417,0,0,21.972727272727273,110,1.0
112,2018-10-16,Resources-Load,Search-Show,121,13911,1,0,114.96694214876032,121,1.0
112,2018-10-16,Search-Show,Home-UpdatePageContext,234,226782,0,0,969.1538461538462,244,0.9590163934426229
112,2018-10-16,Search-Show,Newsletter-Subscribe,10,518,0,0,51.8,244,0.040983606557377046
112,2018-10-16,Search-ShowContent,Home-IncludeHeaderCustomerInfoSignedOut,154,266,1,0,1.7272727272727273,310,0.4967741935483871
112,2018-10-16,Search-ShowContent,Home-IncludeHeaderMenu,156,300,1,0,1.9230769230769231,310,0.5032258064516129
112,2018-10-16,Stores-Show,Resources-Load,7,1008,0,0,144.0,7,1.0
112,2018-10-16,Utils-CSRFInputField,Stores-Show,43,1054,0,0,24.511627906976745,43,1.0
112,2018-10-16,__SYSTEM__Slot-Render,Page-Show,96,5302,1,0,55.229166666666664,96,1.0
112,2018-10-16,__SYSTEM__Slot-Request,Account-SetNewPassword,3,16,1,0,5.333333333333333,116,0.02586206896551724
112,2018-10-16,__SYSTEM__Slot-Request,MySamples-Show,3,16,1,0,5.333333333333333,116,0.02586206896551724
112,2018-10-16,__SYSTEM__Slot-Request,Search-Show,110,56419,0,0,512.9,116,0.9482758620689655
112,2018-10-20,Account-StartRegister,Home-IncludeCountrySelector,10,118,0,0,11.8,10,1.0
112,2018-10-20,AccountCustom-Preferences,Home-IncludeHeaderCustomerInfo,2,24,0,0,12.0,2,1.0
112,2018-10-20,AutoReplenishment-CancelAROrder,Newsletter-Subscribe,2,1,1,0,0.5,2,1.0
112,2018-10-20,COCheckout-Submit,Product-GetTile,8,2,1,0,0.25,8,1.0
112,2018-10-20,COShipping-UpdateShippingMethodList,Page-Tile,1,0,1,0,0.0,1,1.0
112,2018-10-20,CSSUtil-AgentInfoInHeader,CustomerService-Show,65,556,0,0,8.553846153846154,66,0.9848484848484849
112,2018-10-20,CSSUtil-AgentInfoInHeader,Loyalty-Invite,1,6,0,0,6.0,66,0.015151515151515152
112,2018-10-20,Cart-MiniCart,Account-StartRegister,55,1422,0,0,25.854545454545455,55,1.0
112,2018-10-20,GiftRegistry-AddProduct,KiehlsNavigation-ShowFooterNewsletterForm,21,473,0,0,22.523809523809526,21,1.0
112,2018-10-20,Gigya-Register,Home-IncludeCountrySelector,2,28,0,0,14.0,2,1.0
112,2018-10-20,Home-IncludeCountrySelector,Home-Show,18952,234612,0,0,12.379273955255382,18952,1.0
112,2018-10-20,Home-IncludeHeader,Address-List,10,4,1,0,0.4,233,0.04291845493562232
112,2018-10-20,Home-IncludeHeader,Product-ShowInCategory,223,88,1,0,0.39461883408071746,233,0.9570815450643777
112,2018-10-20,Home-IncludeHeaderCustomerInfoSignedOut,Account-StartRegister,110,19,1,0,0.17272727272727273,110,1.0
112,2018-10-20,Home-UpdatePageContext,Account-SetNewPassword,14,126,0,0,9.0,9502,0.0014733740265207324
112,2018-10-20,Home-UpdatePageContext,Account-SetNewPasswordConfirm,12,114,0,0,9.5,9502,0.0012628920227320563
112,2018-10-20,Home-UpdatePageContext,Home-Show,9476,79359,0,0,8.37473617560152,9502,0.9972637339507472
112,2018-10-20,LiveChat-Tracking,Address-List,10,86,0,0,8.6,11,0.9090909090909091
112,2018-10-20,LiveChat-Tracking,Stores-FindByWhere2GetIt,1,8,0,0,8.0,11,0.09090909090909091
112,2018-10-20,Newsletter-Subscribe,Search-Show,54138,8181,1,0,0.15111382023717168,54138,1.0
112,2018-10-20,Order-History,LiveChat-Tracking,10,87,0,0,8.7,10,1.0
112,2018-10-20,Page-ShowContentPage,__SYSTEM__Slot-Render,54,12,1,0,0.2222222222222222,54,1.0
112,2018-10-20,Page-Tile,Page-Include,13,270,0,0,20.76923076923077,13,1.0
112,2018-10-20,Product-GetTile,MySamples-Show,3,118,0,0,39.333333333333336,3,1.0
112,2018-10-20,Resources-Load,MySamples-Show,16,19,1,0,1.1875,16,1.0
112,2018-10-20,Search-Show,Page-GetLibraryDirFiles,8940,1567,1,0,0.17527964205816554,8940,1.0
112,2018-10-20,SendToFriend-Start,__SYSTEM__Slot-Render,18,3,1,0,0.16666666666666666,18,1.0
112,2018-10-20,Utils-CSRFInputField,Compare-Show,3,17,0,0,5.666666666666667,3,1.0
112,2018-10-20,Wishlist-AddFavorite,Newsletter-Subscribe,26,4,1,0,0.15384615384615385,26,1.0
112,2018-10-20,__SYSTEM__Slot-Render,AutoReplenishment-CancelAROrder,36,6,1,0,0.16666666666666666,36,1.0
112,2018-10-21,Account-SetNewPassword,KiehlsNavigation-ShowFooterNewsletterForm,4,73,0,0,18.25,4,1.0
112,2018-10-21,AccountCustom-Preferences,__SYSTEM__Slot-Render,252,33,1,0,0.13095238095238096,252,1.0
112,2018-10-21,Address-Add,Page-Tile,1,34,0,0,34.0,1,1.0
112,2018-10-21,COCustomer-Start,Product-GetTile,4,138,0,0,34.5,4,1.0
112,2018-10-21,CSSUtil-AgentInfoInHeader,SendToFriend-Start,1,7,0,0,7.0,1,1.0
112,2018-10-21,CustomGift-Show,KiehlsNavigation-ShowFooterNewsletterForm,15,280,0,0,18.666666666666668,150,0.1
112,2018-10-21,CustomGift-Show,Page-Tile,135,787,0,0,5.82962962962963,150,0.9
112,2018-10-21,CustomerService-Show,Page-Tile,1019,193,1,0,0.18940137389597644,1019,1.0
112,2018-10-21,Gigya-LoginSuccess,Resources-Load,5,7,1,0,1.4,5,1.0
112,2018-10-21,Gigya-ResumeRegistration,Page-Tile,4,30,0,0,7.5,4,1.0
112,2018-10-21,Home-IncludeHeaderMenu,Stores-FindByWhere2GetIt,1,0,1,0,0.0,1,1.0
112,2018-10-21,Home-UpdatePageContext,Cart-Show,1275,12726,0,0,9.981176470588235,1275,1.0
112,2018-10-21,KiehlsNavigation-ShowFooterNewsletterForm,Account-EditProfile,3,55,0,0,18.333333333333332,4,0.75
112,2018-10-21,KiehlsNavigation-ShowFooterNewsletterForm,Home-Show,1,2,0,0,2.0,4,0.25
112,2018-10-21,LiveChat-Tracking,AccountCustom-Preferences,4,43,0,0,10.75,741,0.005398110661268556
112,2018-10-21,LiveChat-Tracking,Page-Show,737,6998,0,0,9.495251017639077,741,0.9946018893387314
112,2018-10-21,Newsletter-Subscribe,Address-Delete,2,0,1,0,0.0,46,0.043478260869565216
112,2018-10-21,Newsletter-Subscribe,CustomerService-Show,44,3,1,0,0.06818181818181818,46,0.9565217391304348
112,2018-10-21,Page-GetLibraryDirFiles,Account-Show,64,8,1,0,0.125,218,0.29357798165137616
112,2018-10-21,Page-GetLibraryDirFiles,COCheckout-Submit,154,23,1,0,0.14935064935064934,218,0.7064220183486238
112,2018-10-21,Page-Tile,Address-List,6,27,0,0,4.5,6,1.0
112,2018-10-21,Product-GetBonusProducts,__SYSTEM__Slot-Render,18,4,1,0,0.2222222222222222,18,1.0
112,2018-10-21,Quiz-Show,Page-Tile,3010,17115,0,0,5.686046511627907,3010,1.0
112,2018-10-21,Resources-Load,Account-SetNewPassword,6,7,1,0,1.1666666666666667,8,0.75
112,2018-10-21,Resources-Load,Account-Show,1,174,0,0,174.0,8,0.125
112,2018-10-21,Resources-Load,Order-History,1,113,0,0,113.0,8,0.125
112,2018-10-21,Wishlist-Favorites,Home-UpdatePageContext,6,58,0,0,9.666666666666666,6,1.0
112,2018-10-22,Account-EditProfile,Home-IncludeWelcomeMessage,8,1,1,0,0.125,8,1.0
112,2018-10-22,Account-SetNewPasswordConfirm,Home-IncludeCountrySelector,18,215,0,0,11.944444444444445,18,1.0
112,2018-10-22,Account-Show,Home-IncludeWelcomeMessage,342,60,1,0,0.17543859649122806,5655,0.060477453580901855
112,2018-10-22,Account-Show,__SYSTEM__Slot-Request,5313,734,1,0,0.13815170336909469,5655,0.9395225464190982
112,2018-10-22,AccountCustom-Preferences,CSSUtil-AgentInfoInHeader,10,82,0,0,8.2,10,1.0
112,2018-10-22,Address-Edit,Resources-Load,1,1,1,0,1.0,1,1.0
112,2018-10-22,COCheckout-Submit,__SYSTEM__Slot-Request,4825,1110,1,0,0.23005181347150258,4825,1.0
112,2018-10-22,COSamples-ExpressCheckout,__SYSTEM__Slot-Render,20,4,1,0,0.2,20,1.0
112,2018-10-22,Cart-CheckoutCart,__SYSTEM__Slot-Request,1482,230,1,0,0.15519568151147098,1482,1.0
112,2018-10-22,Cart-Show,Home-IncludeHeaderMenu,1874,744,1,0,0.39701173959445035,1874,1.0
112,2018-10-22,Home-IncludeHeaderCustomerInfo,MySamples-Show,18,215,0,0,11.944444444444445,18,1.0
112,2018-10-22,Home-IncludeHeaderMenu,Address-Edit,1,1,1,0,1.0,5,0.2
112,2018-10-22,Home-IncludeHeaderMenu,CustomerService-ContactUsForm,4,1,1,0,0.25,5,0.8
112,2018-10-22,Home-IncludeWelcomeMessage,Product-Variation,2,1,1,0,0.5,2,1.0
112,2018-10-22,Home-Show,Home-IncludeHeaderMenu,9702,3856,1,0,0.3974438260152546,9702,1.0
112,2018-10-22,Home-UpdatePageContext,Address-Edit,1,8,0,0,8.0,1,1.0
112,2018-10-22,KiehlsNavigation-ShowFooterNewsletterForm,COCheckout-Submit,93,2041,0,0,21.946236559139784,93,1.0
112,2018-10-22,MySamples-Show,Home-IncludeHeaderMenu,19,6,1,0,0.3157894736842105,76,0.25
112,2018-10-22,MySamples-Show,KiehlsNavigation-ShowFooterNewsletterForm,19,366,0,0,19.263157894736842,76,0.25
112,2018-10-22,MySamples-Show,Page-GetLibraryDirFiles,38,2,1,0,0.05263157894736842,76,0.5
112,2018-10-22,Order-History,Home-IncludeWelcomeMessage,126,22,1,0,0.1746031746031746,126,1.0
112,2018-10-22,Page-Tile,Account-Show,207,1274,0,0,6.154589371980676,1930,0.10725388601036269
112,2018-10-22,Page-Tile,COCheckout-Submit,1719,313,1,0,0.1820826061663758,1930,0.8906735751295337
112,2018-10-22,Page-Tile,Home-Show,4,175,0,0,43.75,1930,0.002072538860103627
112,2018-10-22,Product-Show,Page-GetLibraryDirFiles,38702,8926,1,0,0.23063407575835873,38702,1.0
112,2018-10-22,Resources-Load,Search-Show,7856,9001,1,0,1.1457484725050917,7856,1.0
112,2018-10-22,Search-Show,Home-IncludeHeaderloginpopupplacementWelcomeback,88,19,1,0,0.2159090909090909,88,1.0
112,2018-10-22,Search-ShowContent,LiveChat-Tracking,926,8443,0,0,9.117710583153348,926,1.0
112,2018-10-22,Stores-FindByWhere2GetIt,CustomerService-LeftNav,1,0,1,0,0.0,2,0.5
112,2018-10-22,Stores-FindByWhere2GetIt,LiveChat-Tracking,1,11,0,0,11.0,2,0.5
112,2018-10-22,Utils-CSRFInputField,Gigya-Register,12,74,0,0,6.166666666666667,12,1.0
112,2018-10-22,Wishlist-Favorites,__SYSTEM__Slot-Request,224,38,1,0,0.16964285714285715,224,1.0
112,2018-10-22,__SYSTEM__Slot-Render,Gigya-LoginSuccess,54,4,1,0,0.07407407407407407,54,1.0
112,2018-10-22,__SYSTEM__Slot-Request,AutoReplenishment-SaveOrderChanges,50,4,1,0,0.08,100,0.5
112,2018-10-22,__SYSTEM__Slot-Request,COCheckout-Submit,22,233,0,0,10.590909090909092,100,0.22
112,2018-10-22,__SYSTEM__Slot-Request,Link-Product,28,3,1,0,0.10714285714285714,100,0.28
112,2018-10-28,Account-GetLoginIframe,Resources-Load,262,308,1,0,1.1755725190839694,262,1.0
112,2018-10-28,Account-PasswordResetDialog,KiehlsNavigation-ShowFooterNewsletterForm,6,98,0,0,16.333333333333332,18,0.3333333333333333
112,2018-10-28,Account-PasswordResetDialog,Newsletter-Subscribe,12,3,1,0,0.25,18,0.6666666666666666
112,2018-10-28,Account-Show,Home-IncludeHeaderMenu,229,98,1,0,0.4279475982532751,262,0.8740458015267175
112,2018-10-28,Account-Show,__SYSTEM__Slot-Request,33,610,0,0,18.484848484848484,262,0.12595419847328243
112,2018-10-28,Address-List,LiveChat-Tracking,12,129,0,0,10.75,12,1.0
112,2018-10-28,COCheckout-Submit,Home-IncludeHeaderloginpopupplacementWelcomeback,6,2,1,0,0.3333333333333333,8,0.75
112,2018-10-28,COCheckout-Submit,Resources-Load,1,60,0,0,60.0,8,0.125
112,2018-10-28,COCheckout-Submit,SamplesCustom-Show,1,18,0,0,18.0,8,0.125
112,2018-10-28,Cart-MiniCart,__SYSTEM__Slot-Request,1356,227,1,0,0.16740412979351033,1356,1.0
112,2018-10-28,Cart-Show,Home-IncludeHeader,2338,964,1,0,0.41231822070145424,2338,1.0
112,2018-10-28,CustomGift-Show,ReportingEvent-Start,12,79,0,0,6.583333333333333,12,1.0
112,2018-10-28,Home-Show,Home-IncludeHeader,10,577,0,0,57.7,10,1.0
112,2018-10-28,MySamples-Show,__SYSTEM__Slot-Request,8,81,0,0,10.125,8,1.0
112,2018-10-28,Page-Show,Page-Tile,6970,38612,0,0,5.53974175035868,6970,1.0
112,2018-10-28,Product-Show,ProductContent-GetContent,92,15,1,0,0.16304347826086957,92,1.0
112,2018-10-28,Product-ShowInCategory,Home-IncludeCountrySelector,462,5185,0,0,11.222943722943723,2772,0.16666666666666666
112,2018-10-28,Product-ShowInCategory,Home-IncludeHeader,231,100,1,0,0.4329004329004329,2772,0.08333333333333333
112,2018-10-28,Product-ShowInCategory,ProductContent-GetContent,2079,18384,0,0,8.842712842712842,2772,0.75
112,2018-10-28,Product-Variation,Page-Tile,119137,22216,1,0,0.1864743950242158,119137,1.0
112,2018-10-28,Quiz-SaveResultsAjax,Resources-Load,1,1,1,0,1.0,1,1.0
112,2018-10-28,Search-Show,Home-IncludeHeader,34234,15859,1,0,0.46325290646725475,1296306,0.026408888024895355
112,2018-10-28,Search-Show,Page-Tile,68917,385230,0,0,5.589767401366862,1296306,0.053164144885544
112,2018-10-28,Search-Show,__SYSTEM__Slot-Request,1193155,181832,1,0,0.15239595861392694,1296306,0.9204269670895606
112,2018-10-28,SendToFriend-Start,Page-Tile,57,11,1,0,0.19298245614035087,57,1.0
112,2018-10-28,Stores-FindByWhere2GetIt,CSSUtil-AgentInfoInHeader,2,17,0,0,8.5,2,1.0
112,2018-10-28,Stores-Show,CustomerService-LeftNav,1,61,0,0,61.0,3,0.3333333333333333
112,2018-10-28,Stores-Show,Resources-Load,2,245,0,0,122.5,3,0.6666666666666666
