search_date,site_id,registered,device_class_code,locale_code,query,has_results,num_searches,num_visits,num_orders,std_revenue,num_units
2023-08-15,2501,true,desktop,en_GB,first purchace,false,1,1,1,29.060000,7
2020-09-24,109,true,unknown,de_AT,cactus,true,1,1,1,156.320000,11
2020-09-24,109,true,unknown,de_AT,Calendula Foaming Wash Sample,true,1,1,1,36.320000,5
2020-09-24,109,true,unknown,de_AT,Deo,true,1,1,1,156.320000,11
2020-09-24,109,true,unknown,de_AT,Flower,true,1,1,1,156.320000,11
2020-09-24,109,true,unknown,de_AT,Ginger Leaf,true,1,1,1,36.320000,5
2020-09-24,109,true,unknown,de_AT,Ginger Leaf Overnight Mask,false,1,1,1,36.320000,5
2020-09-24,109,true,unknown,de_AT,Pure Vitality,true,1,1,1,36.320000,5
2020-09-24,109,true,unknown,de_DE,acid,true,1,1,1,208.270000,12
2020-09-24,109,true,unknown,de_DE,arctica,false,1,1,1,108.970000,3
2020-09-24,109,true,desktop,de_DE,cannabis,true,3,3,3,197.250000,22
2020-09-24,109,true,smartphone,nl_NL,Eye,true,3,2,2,186.760000,13
2020-09-24,109,true,smartphone,nl_NL,Midnight,true,7,5,5,401.560000,28
2020-09-24,109,true,unknown,de_DE,artica,false,1,1,1,108.970000,3
2020-09-24,109,true,unknown,de_DE,blue herbal,true,1,1,1,32.420000,3
2020-09-24,109,true,unknown,de_DE,creamy eye treatment,true,1,1,1,27.240000,5
2020-09-24,109,true,unknown,de_DE,cucmber,true,1,1,1,112.050000,7
2020-09-24,109,true,unknown,de_DE,cucumber,true,2,1,1,112.050000,7
2020-09-24,109,true,unknown,de_DE,getönt,false,1,1,1,88.280000,9
2020-09-24,109,true,unknown,de_DE,ginger,true,1,1,1,40.690000,5
2020-09-24,109,true,unknown,de_DE,ginger leaf overnight,true,1,1,1,27.240000,5
2020-09-24,109,true,unknown,de_DE,hydro plumping serum,true,1,1,1,27.240000,5
2020-09-24,109,true,unknown,de_DE,light,true,1,1,1,111.030000,8
2020-09-24,109,true,unknown,de_DE,lippen,true,2,1,1,32.420000,3
2020-09-24,109,true,unknown,de_DE,midnight recovery concentrate,true,1,1,1,27.240000,5
2020-09-24,109,true,unknown,de_DE,midnight recovery eye,true,2,1,1,27.240000,5
2020-09-24,109,true,unknown,de_DE,mutli,true,1,1,1,112.050000,7
2020-09-24,109,true,unknown,de_DE,öl,true,1,1,1,88.280000,9
2020-09-24,109,true,unknown,de_DE,powerful strengh line,true,1,1,1,27.240000,5
2023-08-15,2501,true,desktop,en_GB,ma s,false,3,1,2,69.410000,14
2020-09-24,109,true,unknown,de_DE,serum,true,1,1,1,112.050000,7
2020-09-24,109,true,unknown,de_DE,ultra face,true,1,1,1,86.210000,6
2020-09-24,109,true,unknown,de_DE,ultra facial cream,true,1,1,1,37.240000,4
2020-09-24,109,true,unknown,de_DE,Vitamin B,true,1,1,1,129.650000,6
2023-08-15,2501,true,desktop,en_GB,o'i'l,false,4,1,2,131.730000,14
2020-09-24,109,true,unknown,es_ES,Calendula Foaming Wash,true,1,1,1,26.450000,4
2020-09-24,109,true,unknown,es_ES,calendula water cream,true,1,1,1,26.450000,4
2020-09-24,109,true,unknown,es_ES,calendula water gel,true,1,1,1,26.450000,4
2020-09-24,109,true,unknown,es_ES,Creamy Eye Treatment with Avocado,true,1,1,1,26.450000,4
2020-09-24,109,true,unknown,es_ES,hidratante,true,1,1,1,60.330000,6
2020-09-24,109,true,unknown,es_ES,midnigh recovery,true,1,1,1,26.450000,4
2020-09-24,109,true,unknown,es_ES,Midnight Recovery Concentrate,true,1,1,1,26.450000,4
2020-09-24,109,true,unknown,es_ES,Midnight Recovery Concentrate Sample,false,1,1,1,26.450000,4
2020-09-24,109,true,unknown,es_ES,Midnight Recovery Eye,true,1,1,1,26.450000,4
2020-09-24,109,true,unknown,es_ES,Pure Vitality Skin Renewing Cream,true,1,1,1,26.450000,4
2020-09-24,109,true,unknown,es_ES,toner,true,1,1,1,60.330000,6
2020-09-24,109,true,unknown,es_ES,Ultra Facial Cream,true,1,1,1,26.450000,4
2020-09-24,109,true,unknown,fr_FR,cc,true,1,1,1,69.170000,12
2020-09-24,109,true,unknown,fr_FR,hydro,true,1,1,1,69.170000,12
2020-09-24,109,true,unknown,nl_NL,creme de elegance,true,1,1,1,58.840000,5
2020-09-24,109,true,unknown,nl_NL,daily,true,1,1,1,133.560000,9
2023-08-15,2501,true,desktop,en_GB,sample,false,3,1,1,29.060000,7
2020-09-24,109,true,unknown,nl_NL,Midnight Recovery Concentrate,true,1,1,1,111.280000,7
2020-09-24,109,true,unknown,nl_NL,Oogcreme,true,1,1,1,46.930000,5
2020-09-24,109,true,unknown,nl_NL,Oogcreme vrouw,true,1,1,1,46.930000,5
2020-09-24,109,true,unknown,nl_NL,powerful strength line reducing concentrate,true,1,1,1,68.110000,5
2020-09-24,109,true,unknown,nl_NL,spf,true,1,1,1,117.020000,9
2020-09-24,109,true,unknown,nl_NL,super multi corrective eyecream,true,1,1,1,115.720000,11
2020-09-24,109,true,unknown,nl_NL,toner,true,1,1,1,131.570000,6
2020-09-24,109,true,unknown,nl_NL,Ultra,true,3,1,1,133.560000,9
2020-09-24,109,true,unknown,nl_NL,ultra faical,true,1,1,1,133.560000,9
2020-09-24,109,true,unknown,UNKNOWN_LOCALE,facial fuel,true,2,1,1,94.050000,7
2020-09-24,109,true,unknown,UNKNOWN_LOCALE,mens,true,1,1,1,94.050000,7
2020-09-24,109,true,unknown,UNKNOWN_LOCALE,ultra,true,1,1,1,44.940000,6
2020-09-24,109,true,unknown,UNKNOWN_LOCALE,ultra facial,true,2,1,1,44.940000,6
2020-09-24,113,true,unknown,fr_FR,cushion,true,3,1,1,133.300000,13
2020-09-24,114,true,smartphone,de_DE,bocage déodorant,true,2,1,1,50.650000,8
2020-09-24,114,true,unknown,de_DE,lamcone adventkalender,true,1,1,1,51.590000,9
2020-09-24,114,true,unknown,es_ES,dual,false,1,1,1,36.440000,5
2020-09-24,114,true,unknown,es_ES,dual finish,true,1,1,1,36.440000,5
2020-09-24,114,true,unknown,it_IT,BI FACIL,true,1,1,1,101.230000,7
2020-09-24,114,true,unknown,it_IT,MASCARA,true,3,1,1,101.230000,7
2020-09-24,114,true,unknown,it_IT,tresor,true,4,1,1,101.230000,7
2020-09-24,116,true,smartphone,fr_FR,Masque,true,1,1,1,61.880000,4
2020-09-24,117,true,desktop,en_GB,hypnose,true,2,1,1,20.880000,3
2020-09-24,117,true,smartphone,en_GB,Hypnose volume eporter,true,1,1,1,49.110000,4
2020-09-24,117,true,tablet,en_GB,Hypnose,true,2,1,1,23.190000,3
2020-09-24,120,true,smartphone,en_GB,Refill,true,1,1,1,102.310000,5
2023-08-15,2501,true,desktop,en_GB,secrum,false,13,1,2,69.410000,14
2020-09-24,301,true,smartphone,en_GB,Foun,true,1,1,1,29.110000,2
2020-09-24,301,true,unknown,en_GB,Bronzer,true,3,1,1,27.280000,3
2020-09-24,301,true,unknown,en_GB,Foundation,true,2,1,1,27.280000,3
2020-09-24,301,true,unknown,en_GB,Powder,true,1,1,1,27.280000,3
2020-09-24,302,true,smartphone,en_GB,Blemish,true,1,1,1,32.740000,2
2020-09-24,109,true,unknown,de_DE,vitamin c,true,4,2,2,187.240000,14
2020-09-24,301,true,smartphone,en_GB,foundation,true,2,2,2,90.960000,6
2020-09-24,109,true,unknown,de_DE,hand,true,2,2,2,287.590000,20
2020-09-24,109,true,unknown,nl_NL,ultra facial,true,3,2,2,185.130000,15
2023-08-15,2501,true,desktop,en_US,dark,true,7,1,1,29.060000,7
2020-09-24,302,true,smartphone,en_GB,Sellout,true,1,1,1,13.640000,2
2020-09-24,302,true,smartphone,en_GB,Spray,true,1,1,1,23.650000,1
2020-09-24,302,true,smartphone,en_GB,Ultra matte,true,2,1,1,17.730000,1
2020-09-24,302,true,unknown,en_GB,Power,true,1,1,1,46.370000,4
2020-09-24,302,true,unknown,en_GB,Spray,true,1,1,1,46.370000,4
2020-09-24,303,true,unknown,fr_FR,biocils,true,1,1,1,49.590000,5
2020-09-24,303,true,unknown,fr_FR,biocilsbiocils,false,1,1,1,49.590000,5
2020-09-24,304,true,smartphone,en_GB,Make up setting spray,true,2,1,1,21.640000,3
2020-09-24,304,true,smartphone,en_GB,Setting spray,true,2,1,1,21.640000,3
2020-09-24,308,true,smartphone,fr_FR,Discipline,true,1,1,1,141.420000,5
2020-09-24,308,true,unknown,fr_FR,Voyage,true,3,1,1,19.170000,4
2020-09-24,309,true,unknown,pl_PL,shave,true,1,1,1,14.230000,1
2020-09-24,801,true,desktop,UNKNOWN_LOCALE,facial fuel,true,2,1,1,58.800000,3
2020-09-24,801,true,desktop,UNKNOWN_LOCALE,papaya scrub,true,1,1,1,58.800000,3
